SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
711636598,00504M00:01:00.070,0503 23:48:17,793.79,,1
711636599,00504M00:01:01.043,0503 23:48:18,793.79,,1
711636600,00504M00:01:02.017,0503 23:48:19,793.72,,1
711636601,00504M00:01:02.990,0503 23:48:20,793.76,,1
711636602,00504M00:01:03.963,0503 23:48:21,793.72,,1
711636603,00504M00:01:04.936,0503 23:48:22,793.74,,1
711636604,00504M00:01:05.910,0503 23:48:23,793.78,,1
711636605,00504M00:01:06.883,0503 23:48:24,793.82,,1
711636606,00504M00:01:07.856,0503 23:48:25,793.78,,1
711636607,00504M00:01:08.829,0503 23:48:26,793.78,,1
711636608,00504M00:01:09.803,0503 23:48:27,793.78,,1
711636609,00504M00:01:10.776,0503 23:48:28,793.78,,1
711636610,00504M00:01:11.749,0503 23:48:29,793.82,,1
711636611,00504M00:01:12.722,0503 23:48:30,793.75,,1
711636612,00504M00:01:13.696,0503 23:48:31,793.75,,1
711636613,00504M00:01:14.669,0503 23:48:32,793.77,,1
711636614,00504M00:01:15.642,0503 23:48:33,793.79,,1
711636615,00504M00:01:16.615,0503 23:48:34,793.82,,1
711636616,00504M00:01:17.589,0503 23:48:35,793.84,,1
711636617,00504M00:01:18.562,0503 23:48:36,793.79,,1
711636618,00504M00:01:19.535,0503 23:48:37,793.81,,1
711636619,00504M00:01:20.509,0503 23:48:38,793.79,,1
711636620,00504M00:01:21.482,0503 23:48:39,793.79,,1
711636621,00504M00:01:22.455,0503 23:48:40,793.77,,1
711636622,00504M00:01:23.428,0503 23:48:41,793.83,,1
711636623,00504M00:01:24.402,0503 23:48:42,793.79,,1
711636624,00504M00:01:25.375,0503 23:48:43,793.79,,1
711636625,00504M00:01:26.348,0503 23:48:44,793.83,,1
711636626,00504M00:01:27.321,0503 23:48:45,793.80,,1
711636627,00504M00:01:28.295,0503 23:48:46,793.77,,1
711636628,00504M00:01:29.268,0503 23:48:47,793.81,,1
711636629,00504M00:01:30.241,0503 23:48:47,793.78,,1
711636630,00504M00:01:31.214,0503 23:48:48,793.78,,1
711636631,00504M00:01:32.188,0503 23:48:49,793.76,,1
711636632,00504M00:01:33.161,0503 23:48:50,793.80,,1
711636633,00504M00:01:34.134,0503 23:48:51,793.76,,1
711636634,00504M00:01:35.107,0503 23:48:52,793.82,,1
711636635,00504M00:01:36.081,0503 23:48:53,793.78,,1
711636636,00504M00:01:37.054,0503 23:48:54,793.82,,1
711636637,00504M00:01:38.027,0503 23:48:55,793.80,,1
711636638,00504M00:01:39.000,0503 23:48:56,793.75,,1
711636639,00504M00:01:39.974,0503 23:48:57,793.75,,1
711636640,00504M00:01:40.947,0503 23:48:58,793.78,,1
711636641,00504M00:01:41.920,0503 23:48:59,793.79,,1
711636642,00504M00:01:42.893,0503 23:49:00,793.80,,1
711636643,00504M00:01:43.867,0503 23:49:01,793.77,,1
711636644,00504M00:01:44.840,0503 23:49:02,793.77,,1
711636645,00504M00:01:45.813,0503 23:49:03,793.75,,1
711636646,00504M00:01:46.786,0503 23:49:04,793.77,,1
711636647,00504M00:01:47.760,0503 23:49:05,793.73,,1
711636648,00504M00:01:48.733,0503 23:49:06,793.75,,1
711636649,00504M00:01:49.706,0503 23:49:07,793.74,,1
711636650,00504M00:01:50.679,0503 23:49:08,793.70,,1
711636651,00504M00:01:51.653,0503 23:49:09,793.72,,1
711636652,00504M00:01:52.626,0503 23:49:10,793.72,,1
711636653,00504M00:01:53.599,0503 23:49:11,793.74,,1
711636654,00504M00:01:54.572,0503 23:49:12,793.78,,1
711636655,00504M00:01:55.546,0503 23:49:13,793.72,,1
711636656,00504M00:01:56.519,0503 23:49:14,793.78,,1
711636657,00504M00:01:57.492,0503 23:49:15,793.76,,1
711636658,00504M00:01:58.465,0503 23:49:16,793.76,,1
711636659,00504M00:01:59.439,0503 23:49:17,793.76,,1
711636660,00504M00:02:00.412,0503 23:49:18,793.78,,1
711636661,00504M00:02:01.385,0503 23:49:19,793.78,,1
711636662,00504M00:02:02.358,0503 23:49:20,793.80,,1
711636663,00504M00:02:03.332,0503 23:49:21,793.74,,1
711636664,00504M00:02:04.305,0503 23:49:22,793.78,,1
711636665,00504M00:02:05.278,0503 23:49:23,793.75,,1
711636666,00504M00:02:06.251,0503 23:49:23,793.77,,1
711636667,00504M00:02:07.225,0503 23:49:24,793.75,,1
711636668,00504M00:02:08.198,0503 23:49:25,793.75,,1
711636669,00504M00:02:09.171,0503 23:49:26,793.77,,1
711636670,00504M00:02:10.144,0503 23:49:27,793.77,,1
711636671,00504M00:02:11.118,0503 23:49:28,793.75,,1
711636672,00504M00:02:12.091,0503 23:49:29,793.79,,1
711636673,00504M00:02:13.064,0503 23:49:30,793.79,,1
711636674,00504M00:02:14.037,0503 23:49:31,793.81,,1
711636675,00504M00:02:15.011,0503 23:49:32,793.77,,1
711636676,00504M00:02:15.984,0503 23:49:33,793.81,,1
711636677,00504M00:02:16.957,0503 23:49:34,793.81,,1
711636678,00504M00:02:17.930,0503 23:49:35,793.78,,1
711636679,00504M00:02:18.904,0503 23:49:36,793.79,,1
711636680,00504M00:02:19.877,0503 23:49:37,793.76,,1
711636681,00504M00:02:20.850,0503 23:49:38,793.81,,1
711636682,00504M00:02:21.823,0503 23:49:39,793.82,,1
711636683,00504M00:02:22.797,0503 23:49:40,793.82,,1
711636684,00504M00:02:23.770,0503 23:49:41,793.76,,1
711636685,00504M00:02:24.743,0503 23:49:42,793.78,,1
711636686,00504M00:02:25.716,0503 23:49:43,793.76,,1
711636687,00504M00:02:26.690,0503 23:49:44,793.75,,1
711636688,00504M00:02:27.663,0503 23:49:45,793.76,,1
711636689,00504M00:02:28.636,0503 23:49:46,793.73,,1
711636690,00504M00:02:29.609,0503 23:49:47,793.76,,1
711636691,00504M00:02:30.583,0503 23:49:48,793.77,,1
711636692,00504M00:02:31.556,0503 23:49:49,793.75,,1
711636693,00504M00:02:32.529,0503 23:49:50,793.71,,1
711636694,00504M00:02:33.502,0503 23:49:51,793.72,,1
711636695,00504M00:02:34.476,0503 23:49:52,793.70,,1
711636696,00504M00:02:35.449,0503 23:49:53,793.73,,1
711636697,00504M00:02:36.422,0503 23:49:54,793.79,,1
711636698,00504M00:02:37.395,0503 23:49:55,793.75,,1
711636699,00504M00:02:38.369,0503 23:49:56,793.74,,1
711636700,00504M00:02:39.342,0503 23:49:57,793.77,,1
711636701,00504M00:02:40.315,0503 23:49:58,793.70,,1
711636702,00504M00:02:41.288,0503 23:49:59,793.74,,1
711636703,00504M00:02:42.262,0503 23:49:59,793.72,,1
711636704,00504M00:02:43.235,0503 23:50:00,793.74,,1
711636705,00504M00:02:44.208,0503 23:50:01,793.76,,1
711636706,00504M00:02:45.181,0503 23:50:02,793.74,,1
711636707,00504M00:02:46.155,0503 23:50:03,793.76,,1
711636708,00504M00:02:47.128,0503 23:50:04,793.71,,1
711636709,00504M00:02:48.101,0503 23:50:05,793.71,,1
711636710,00504M00:02:49.074,0503 23:50:06,793.75,,1
711636711,00504M00:02:50.048,0503 23:50:07,793.69,,1
711636712,00504M00:02:51.021,0503 23:50:08,793.73,,1
711636713,00504M00:02:51.994,0503 23:50:09,793.68,,1
711636714,00504M00:02:52.967,0503 23:50:10,793.71,,1
711636715,00504M00:02:53.941,0503 23:50:11,793.71,,1
711636716,00504M00:02:54.914,0503 23:50:12,793.64,,1
711636717,00504M00:02:55.887,0503 23:50:13,793.66,,1
711636718,00504M00:02:56.860,0503 23:50:14,793.68,,1
711636719,00504M00:02:57.834,0503 23:50:15,793.63,,1
711636720,00504M00:02:58.807,0503 23:50:16,793.68,,1
711636721,00504M00:02:59.780,0503 23:50:17,793.68,,1
711636722,00504M00:03:00.753,0503 23:50:18,793.70,,1
711636723,00504M00:03:01.727,0503 23:50:19,793.69,,1
711636724,00504M00:03:02.700,0503 23:50:20,793.65,,1
711636725,00504M00:03:03.673,0503 23:50:21,793.70,,1
711636726,00504M00:03:04.646,0503 23:50:22,793.76,,1
711636727,00504M00:03:05.620,0503 23:50:23,793.65,,1
711636728,00504M00:03:06.593,0503 23:50:24,793.75,,1
711636729,00504M00:03:07.566,0503 23:50:25,793.64,,1
711636730,00504M00:03:08.539,0503 23:50:26,793.69,,1
711636731,00504M00:03:09.513,0503 23:50:27,793.60,,1
711636732,00504M00:03:10.486,0503 23:50:28,793.66,,1
711636733,00504M00:03:11.459,0503 23:50:29,793.66,,1
711636734,00504M00:03:12.432,0503 23:50:30,793.62,,1
711636735,00504M00:03:13.406,0503 23:50:31,793.64,,1
711636736,00504M00:03:14.379,0503 23:50:32,793.64,,1
711636737,00504M00:03:15.352,0503 23:50:33,793.66,,1
711636738,00504M00:03:16.325,0503 23:50:34,793.66,,1
711636739,00504M00:03:17.299,0503 23:50:35,793.70,,1
711636740,00504M00:03:18.272,0503 23:50:35,793.61,,1
711636741,00504M00:03:19.245,0503 23:50:36,793.65,,1
711636742,00504M00:03:20.218,0503 23:50:37,793.69,,1
711636743,00504M00:03:21.192,0503 23:50:38,793.65,,1
711636744,00504M00:03:22.165,0503 23:50:39,793.71,,1
711636745,00504M00:03:23.138,0503 23:50:40,793.65,,1
711636746,00504M00:03:24.112,0503 23:50:41,793.67,,1
711636747,00504M00:03:25.085,0503 23:50:42,793.67,,1
711636748,00504M00:03:26.058,0503 23:50:43,793.71,,1
711636749,00504M00:03:27.031,0503 23:50:44,793.67,,1
711636750,00504M00:03:28.005,0503 23:50:45,793.66,,1
711636751,00504M00:03:28.978,0503 23:50:46,793.68,,1
711636752,00504M00:03:29.951,0503 23:50:47,793.66,,1
711636753,00504M00:03:30.924,0503 23:50:48,793.68,,1
711636754,00504M00:03:31.898,0503 23:50:49,793.62,,1
711636755,00504M00:03:32.871,0503 23:50:50,793.68,,1
711636756,00504M00:03:33.844,0503 23:50:51,793.66,,1
711636757,00504M00:03:34.817,0503 23:50:52,793.66,,1
711636758,00504M00:03:35.791,0503 23:50:53,793.63,,1
711636759,00504M00:03:36.764,0503 23:50:54,793.68,,1
711636760,00504M00:03:37.737,0503 23:50:55,793.69,,1
711636761,00504M00:03:38.710,0503 23:50:56,793.67,,1
711636762,00504M00:03:39.684,0503 23:50:57,793.63,,1
711636763,00504M00:03:40.657,0503 23:50:58,793.67,,1
711636764,00504M00:03:41.630,0503 23:50:59,793.65,,1
711636765,00504M00:03:42.603,0503 23:51:00,793.67,,1
711636766,00504M00:03:43.577,0503 23:51:01,793.69,,1
711636767,00504M00:03:44.550,0503 23:51:02,793.71,,1
711636768,00504M00:03:45.523,0503 23:51:03,793.69,,1
711636769,00504M00:03:46.496,0503 23:51:04,793.73,,1
711636770,00504M00:03:47.470,0503 23:51:05,793.68,,1
711636771,00504M00:03:48.443,0503 23:51:06,793.68,,1
711636772,00504M00:03:49.416,0503 23:51:07,793.62,,1
711636773,00504M00:03:50.389,0503 23:51:08,793.72,,1
711636774,00504M00:03:51.363,0503 23:51:09,793.66,,1
711636775,00504M00:03:52.336,0503 23:51:10,793.66,,1
711636776,00504M00:03:53.309,0503 23:51:10,793.64,,1
711636777,00504M00:03:54.282,0503 23:51:11,793.65,,1
711636778,00504M00:03:55.256,0503 23:51:12,793.68,,1
711636779,00504M00:03:56.229,0503 23:51:13,793.67,,1
711636780,00504M00:03:57.202,0503 23:51:14,793.67,,1
711636781,00504M00:03:58.175,0503 23:51:15,793.67,,1
711636782,00504M00:03:59.149,0503 23:51:16,793.70,,1
711636783,00504M00:04:00.122,0503 23:51:17,793.65,,1
711636784,00504M00:04:01.095,0503 23:51:18,793.65,,1
711636785,00504M00:04:02.068,0503 23:51:19,793.66,,1
711636786,00504M00:04:03.042,0503 23:51:20,793.62,,1
711636787,00504M00:04:04.015,0503 23:51:21,793.68,,1
711636788,00504M00:04:04.988,0503 23:51:22,793.60,,1
711636789,00504M00:04:05.961,0503 23:51:23,793.64,,1
711636790,00504M00:04:06.935,0503 23:51:24,793.66,,1
711636791,00504M00:04:07.908,0503 23:51:25,793.72,,1
711636792,00504M00:04:08.881,0503 23:51:26,793.68,,1
711636793,00504M00:04:09.854,0503 23:51:27,793.65,,1
711636794,00504M00:04:10.828,0503 23:51:28,793.66,,1
711636795,00504M00:04:11.801,0503 23:51:29,793.61,,1
711636796,00504M00:04:12.774,0503 23:51:30,793.59,,1
711636797,00504M00:04:13.747,0503 23:51:31,793.59,,1
711636798,00504M00:04:14.721,0503 23:51:32,793.65,,1
711636799,00504M00:04:15.694,0503 23:51:33,793.63,,1
711636800,00504M00:04:16.667,0503 23:51:34,793.65,,1
711636801,00504M00:04:17.640,0503 23:51:35,793.67,,1
711636802,00504M00:04:18.614,0503 23:51:36,793.64,,1
711636803,00504M00:04:19.587,0503 23:51:37,793.64,,1
711636804,00504M00:04:20.560,0503 23:51:38,793.60,,1
711636805,00504M00:04:21.533,0503 23:51:39,793.62,,1
711636806,00504M00:04:22.507,0503 23:51:40,793.64,,1
711636807,00504M00:04:23.480,0503 23:51:41,793.64,,1
711636808,00504M00:04:24.453,0503 23:51:42,793.64,,1
711636809,00504M00:04:25.426,0503 23:51:43,793.70,,1
711636810,00504M00:04:26.400,0503 23:51:44,793.68,,1
711636811,00504M00:04:27.373,0503 23:51:45,793.63,,1
711636812,00504M00:04:28.346,0503 23:51:46,793.67,,1
711636813,00504M00:04:29.319,0503 23:51:46,793.65,,1
711636814,00504M00:04:30.293,0503 23:51:47,793.65,,1
711636815,00504M00:04:31.266,0503 23:51:48,793.65,,1
711636816,00504M00:04:32.239,0503 23:51:49,793.65,,1
711636817,00504M00:04:33.212,0503 23:51:50,793.67,,1
711636818,00504M00:04:34.186,0503 23:51:51,793.64,,1
711636819,00504M00:04:35.159,0503 23:51:52,793.60,,1
711636820,00504M00:04:36.132,0503 23:51:53,793.64,,1
711636821,00504M00:04:37.105,0503 23:51:54,793.62,,1
711636822,00504M00:04:38.079,0503 23:51:55,793.68,,1
711636823,00504M00:04:39.052,0503 23:51:56,793.64,,1
711636824,00504M00:04:40.025,0503 23:51:57,793.59,,1
711636825,00504M00:04:40.998,0503 23:51:58,793.61,,1
711636826,00504M00:04:41.972,0503 23:51:59,793.63,,1
711636827,00504M00:04:42.945,0503 23:52:00,793.68,,1
711636828,00504M00:04:43.918,0503 23:52:01,793.65,,1
711636829,00504M00:04:44.891,0503 23:52:02,793.58,,1
711636830,00504M00:04:45.865,0503 23:52:03,793.65,,1
711636831,00504M00:04:46.838,0503 23:52:04,793.63,,1
711636832,00504M00:04:47.811,0503 23:52:05,793.62,,1
711636833,00504M00:04:48.784,0503 23:52:06,793.64,,1
711636834,00504M00:04:49.758,0503 23:52:07,793.64,,1
711636835,00504M00:04:50.731,0503 23:52:08,793.64,,1
711636836,00504M00:04:51.704,0503 23:52:09,793.62,,1
711636837,00504M00:04:52.677,0503 23:52:10,793.62,,1
711636838,00504M00:04:53.651,0503 23:52:11,793.64,,1
711636839,00504M00:04:54.624,0503 23:52:12,793.55,,1
711636840,00504M00:04:55.597,0503 23:52:13,793.59,,1
711636841,00504M00:04:56.570,0503 23:52:14,793.59,,1
711636842,00504M00:04:57.544,0503 23:52:15,793.63,,1
711636843,00504M00:04:58.517,0503 23:52:16,793.56,,1
711636844,00504M00:04:59.490,0503 23:52:17,793.61,,1
711636845,00504M00:05:00.463,0503 23:52:18,793.56,,1
711636846,00504M00:05:01.437,0503 23:52:19,793.56,,1
711636847,00504M00:05:02.410,0503 23:52:20,793.56,,1
711636848,00504M00:05:03.383,0503 23:52:21,793.58,,1
711636849,00504M00:05:04.356,0503 23:52:22,793.64,,1
711636850,00504M00:05:05.330,0503 23:52:22,793.60,,1
711636851,00504M00:05:06.303,0503 23:52:23,793.61,,1
711636852,00504M00:05:07.276,0503 23:52:24,793.57,,1
711636853,00504M00:05:08.249,0503 23:52:25,793.62,,1
711636854,00504M00:05:09.223,0503 23:52:26,793.61,,1
711636855,00504M00:05:10.196,0503 23:52:27,793.63,,1
711636856,00504M00:05:11.169,0503 23:52:28,793.55,,1
711636857,00504M00:05:12.142,0503 23:52:29,793.57,,1
711636858,00504M00:05:13.116,0503 23:52:30,793.59,,1
711636859,00504M00:05:14.089,0503 23:52:31,793.58,,1
711636860,00504M00:05:15.062,0503 23:52:32,793.54,,1
711636861,00504M00:05:16.035,0503 23:52:33,793.58,,1
711636862,00504M00:05:17.009,0503 23:52:34,793.51,,1
711636863,00504M00:05:17.982,0503 23:52:35,793.53,,1
711636864,00504M00:05:18.955,0503 23:52:36,793.60,,1
711636865,00504M00:05:19.928,0503 23:52:37,793.60,,1
711636866,00504M00:05:20.902,0503 23:52:38,793.58,,1
711636867,00504M00:05:21.875,0503 23:52:39,793.55,,1
711636868,00504M00:05:22.848,0503 23:52:40,793.49,,1
711636869,00504M00:05:23.821,0503 23:52:41,793.55,,1
711636870,00504M00:05:24.795,0503 23:52:42,793.52,,1
711636871,00504M00:05:25.768,0503 23:52:43,793.57,,1
711636872,00504M00:05:26.741,0503 23:52:44,793.52,,1
711636873,00504M00:05:27.715,0503 23:52:45,793.54,,1
711636874,00504M00:05:28.688,0503 23:52:46,793.56,,1
711636875,00504M00:05:29.661,0503 23:52:47,793.54,,1
711636876,00504M00:05:30.634,0503 23:52:48,793.50,,1
711636877,00504M00:05:31.608,0503 23:52:49,793.56,,1
711636878,00504M00:05:32.581,0503 23:52:50,793.54,,1
711636879,00504M00:05:33.554,0503 23:52:51,793.56,,1
711636880,00504M00:05:34.527,0503 23:52:52,793.56,,1
711636881,00504M00:05:35.501,0503 23:52:53,793.51,,1
711636882,00504M00:05:36.474,0503 23:52:54,793.53,,1
711636883,00504M00:05:37.447,0503 23:52:55,793.55,,1
711636884,00504M00:05:38.420,0503 23:52:56,793.50,,1
711636885,00504M00:05:39.394,0503 23:52:57,793.48,,1
711636886,00504M00:05:40.367,0503 23:52:58,793.46,,1
711636887,00504M00:05:41.340,0503 23:52:58,793.48,,1
711636888,00504M00:05:42.313,0503 23:52:59,793.41,,1
711636889,00504M00:05:43.287,0503 23:53:00,793.41,,1
711636890,00504M00:05:44.260,0503 23:53:01,793.47,,1
711636891,00504M00:05:45.233,0503 23:53:02,793.43,,1
711636892,00504M00:05:46.206,0503 23:53:03,793.43,,1
711636893,00504M00:05:47.180,0503 23:53:04,793.40,,1
711636894,00504M00:05:48.153,0503 23:53:05,793.45,,1
711636895,00504M00:05:49.126,0503 23:53:06,793.47,,1
711636896,00504M00:05:50.099,0503 23:53:07,793.48,,1
711636897,00504M00:05:51.073,0503 23:53:08,793.46,,1
711636898,00504M00:05:52.046,0503 23:53:09,793.46,,1
711636899,00504M00:05:53.019,0503 23:53:10,793.42,,1
711636900,00504M00:05:53.992,0503 23:53:11,793.48,,1
711636901,00504M00:05:54.966,0503 23:53:12,793.41,,1
711636902,00504M00:05:55.939,0503 23:53:13,793.46,,1
711636903,00504M00:05:56.912,0503 23:53:14,793.50,,1
711636904,00504M00:05:57.885,0503 23:53:15,793.41,,1
711636905,00504M00:05:58.859,0503 23:53:16,793.49,,1
711636906,00504M00:05:59.832,0503 23:53:17,793.43,,1
711636907,00504M00:06:00.805,0503 23:53:18,793.45,,1
711636908,00504M00:06:01.778,0503 23:53:19,793.47,,1
711636909,00504M00:06:02.752,0503 23:53:20,793.49,,1
711636910,00504M00:06:03.725,0503 23:53:21,793.53,,1
711636911,00504M00:06:04.698,0503 23:53:22,793.47,,1
711636912,00504M00:06:05.671,0503 23:53:23,793.51,,1
711636913,00504M00:06:06.645,0503 23:53:24,793.46,,1
711636914,00504M00:06:07.618,0503 23:53:25,793.48,,1
711636915,00504M00:06:08.591,0503 23:53:26,793.43,,1
711636916,00504M00:06:09.564,0503 23:53:27,793.45,,1
711636917,00504M00:06:10.538,0503 23:53:28,793.41,,1
711636918,00504M00:06:11.511,0503 23:53:29,793.45,,1
711636919,00504M00:06:12.484,0503 23:53:30,793.43,,1
711636920,00504M00:06:13.457,0503 23:53:31,793.43,,1
711636921,00504M00:06:14.431,0503 23:53:32,793.45,,1
711636922,00504M00:06:15.404,0503 23:53:33,793.49,,1
711636923,00504M00:06:16.377,0503 23:53:33,793.43,,1
711636924,00504M00:06:17.350,0503 23:53:34,793.42,,1
711636925,00504M00:06:18.324,0503 23:53:35,793.42,,1
711636926,00504M00:06:19.297,0503 23:53:36,793.42,,1
711636927,00504M00:06:20.270,0503 23:53:37,793.42,,1
711636928,00504M00:06:21.243,0503 23:53:38,793.42,,1
711636929,00504M00:06:22.217,0503 23:53:39,793.39,,1
711636930,00504M00:06:23.190,0503 23:53:40,793.37,,1
711636931,00504M00:06:24.163,0503 23:53:41,793.43,,1
711636932,00504M00:06:25.136,0503 23:53:42,793.43,,1
711636933,00504M00:06:26.110,0503 23:53:43,793.36,,1
711636934,00504M00:06:27.083,0503 23:53:44,793.36,,1
711636935,00504M00:06:28.056,0503 23:53:45,793.38,,1
711636936,00504M00:06:29.029,0503 23:53:46,793.38,,1
711636937,00504M00:06:30.003,0503 23:53:47,793.40,,1
711636938,00504M00:06:30.976,0503 23:53:48,793.40,,1
711636939,00504M00:06:31.949,0503 23:53:49,793.38,,1
711636940,00504M00:06:32.922,0503 23:53:50,793.42,,1
711636941,00504M00:06:33.896,0503 23:53:51,793.39,,1
711636942,00504M00:06:34.869,0503 23:53:52,793.41,,1
711636943,00504M00:06:35.842,0503 23:53:53,793.42,,1
711636944,00504M00:06:36.815,0503 23:53:54,793.39,,1
711636945,00504M00:06:37.789,0503 23:53:55,793.41,,1
711636946,00504M00:06:38.762,0503 23:53:56,793.43,,1
711636947,00504M00:06:39.735,0503 23:53:57,793.43,,1
711636948,00504M00:06:40.708,0503 23:53:58,793.38,,1
711636949,00504M00:06:41.682,0503 23:53:59,793.43,,1
711636950,00504M00:06:42.655,0503 23:54:00,793.49,,1
711636951,00504M00:06:43.628,0503 23:54:01,793.42,,1
711636952,00504M00:06:44.601,0503 23:54:02,793.40,,1
711636953,00504M00:06:45.575,0503 23:54:03,793.38,,1
711636954,00504M00:06:46.548,0503 23:54:04,793.38,,1
711636955,00504M00:06:47.521,0503 23:54:05,793.37,,1
711636956,00504M00:06:48.494,0503 23:54:06,793.42,,1
711636957,00504M00:06:49.468,0503 23:54:07,793.39,,1
711636958,00504M00:06:50.441,0503 23:54:08,793.39,,1
711636959,00504M00:06:51.414,0503 23:54:09,793.43,,1
711636960,00504M00:06:52.387,0503 23:54:09,793.43,,1
711636961,00504M00:06:53.361,0503 23:54:10,793.47,,1
711636962,00504M00:06:54.334,0503 23:54:11,793.39,,1
711636963,00504M00:06:55.307,0503 23:54:12,793.38,,1
711636964,00504M00:06:56.280,0503 23:54:13,793.38,,1
711636965,00504M00:06:57.254,0503 23:54:14,793.38,,1
711636966,00504M00:06:58.227,0503 23:54:15,793.40,,1
711636967,00504M00:06:59.200,0503 23:54:16,793.42,,1
711636968,00504M00:07:00.173,0503 23:54:17,793.42,,1
711636969,00504M00:07:01.147,0503 23:54:18,793.46,,1
711636970,00504M00:07:02.120,0503 23:54:19,793.44,,1
711636971,00504M00:07:03.093,0503 23:54:20,793.39,,1
711636972,00504M00:07:04.066,0503 23:54:21,793.46,,1
711636973,00504M00:07:05.040,0503 23:54:22,793.43,,1
711636974,00504M00:07:06.013,0503 23:54:23,793.43,,1
711636975,00504M00:07:06.986,0503 23:54:24,793.43,,1
711636976,00504M00:07:07.959,0503 23:54:25,793.45,,1
711636977,00504M00:07:08.933,0503 23:54:26,793.43,,1
711636978,00504M00:07:09.906,0503 23:54:27,793.47,,1
711636979,00504M00:07:10.879,0503 23:54:28,793.47,,1
711636980,00504M00:07:11.852,0503 23:54:29,793.42,,1
711636981,00504M00:07:12.826,0503 23:54:30,793.40,,1
711636982,00504M00:07:13.799,0503 23:54:31,793.40,,1
711636983,00504M00:07:14.772,0503 23:54:32,793.44,,1
711636984,00504M00:07:15.745,0503 23:54:33,793.42,,1
711636985,00504M00:07:16.719,0503 23:54:34,793.44,,1
711636986,00504M00:07:17.692,0503 23:54:35,793.48,,1
711636987,00504M00:07:18.665,0503 23:54:36,793.39,,1
711636988,00504M00:07:19.638,0503 23:54:37,793.39,,1
711636989,00504M00:07:20.612,0503 23:54:38,793.47,,1
711636990,00504M00:07:21.585,0503 23:54:39,793.39,,1
