SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
711640524,00504M01:04:41.057,0504 00:51:56,789.45,,1
711640525,00504M01:04:42.031,0504 00:51:57,789.46,,1
711640526,00504M01:04:43.004,0504 00:51:58,789.48,,1
711640527,00504M01:04:43.977,0504 00:51:59,789.55,,1
711640528,00504M01:04:44.950,0504 00:52:00,789.50,,1
711640529,00504M01:04:45.924,0504 00:52:01,789.50,,1
711640530,00504M01:04:46.897,0504 00:52:02,789.50,,1
711640531,00504M01:04:47.870,0504 00:52:03,789.50,,1
711640532,00504M01:04:48.843,0504 00:52:04,789.56,,1
711640533,00504M01:04:49.817,0504 00:52:05,789.52,,1
711640534,00504M01:04:50.790,0504 00:52:06,789.52,,1
711640535,00504M01:04:51.763,0504 00:52:07,789.51,,1
711640536,00504M01:04:52.736,0504 00:52:08,789.55,,1
711640537,00504M01:04:53.710,0504 00:52:09,789.55,,1
711640538,00504M01:04:54.683,0504 00:52:10,789.51,,1
711640539,00504M01:04:55.656,0504 00:52:11,789.57,,1
711640540,00504M01:04:56.629,0504 00:52:12,789.57,,1
711640541,00504M01:04:57.603,0504 00:52:13,789.56,,1
711640542,00504M01:04:58.576,0504 00:52:14,789.56,,1
711640543,00504M01:04:59.549,0504 00:52:15,789.54,,1
711640544,00504M01:05:00.522,0504 00:52:16,789.56,,1
711640545,00504M01:05:01.496,0504 00:52:17,789.54,,1
711640546,00504M01:05:02.469,0504 00:52:18,789.56,,1
711640547,00504M01:05:03.442,0504 00:52:19,789.53,,1
711640548,00504M01:05:04.415,0504 00:52:20,789.53,,1
711640549,00504M01:05:05.389,0504 00:52:21,789.55,,1
711640550,00504M01:05:06.362,0504 00:52:22,789.53,,1
711640551,00504M01:05:07.335,0504 00:52:23,789.54,,1
711640552,00504M01:05:08.309,0504 00:52:24,789.54,,1
711640553,00504M01:05:09.282,0504 00:52:25,789.54,,1
711640554,00504M01:05:10.255,0504 00:52:26,789.52,,1
711640555,00504M01:05:11.228,0504 00:52:27,789.52,,1
711640556,00504M01:05:12.202,0504 00:52:28,789.56,,1
711640557,00504M01:05:13.175,0504 00:52:29,789.55,,1
711640558,00504M01:05:14.148,0504 00:52:30,789.51,,1
711640559,00504M01:05:15.121,0504 00:52:31,789.49,,1
711640560,00504M01:05:16.095,0504 00:52:31,789.55,,1
711640561,00504M01:05:17.068,0504 00:52:32,789.55,,1
711640562,00504M01:05:18.041,0504 00:52:33,789.50,,1
711640563,00504M01:05:19.014,0504 00:52:34,789.59,,1
711640564,00504M01:05:19.988,0504 00:52:35,789.57,,1
711640565,00504M01:05:20.961,0504 00:52:36,789.52,,1
711640566,00504M01:05:21.934,0504 00:52:37,789.54,,1
711640567,00504M01:05:22.907,0504 00:52:38,789.51,,1
711640568,00504M01:05:23.881,0504 00:52:39,789.51,,1
711640569,00504M01:05:24.854,0504 00:52:40,789.55,,1
711640570,00504M01:05:25.827,0504 00:52:41,789.49,,1
711640571,00504M01:05:26.800,0504 00:52:42,789.48,,1
711640572,00504M01:05:27.774,0504 00:52:43,789.50,,1
711640573,00504M01:05:28.747,0504 00:52:44,789.52,,1
711640574,00504M01:05:29.720,0504 00:52:45,789.52,,1
711640575,00504M01:05:30.693,0504 00:52:46,789.54,,1
711640576,00504M01:05:31.667,0504 00:52:47,789.54,,1
711640577,00504M01:05:32.640,0504 00:52:48,789.50,,1
711640578,00504M01:05:33.613,0504 00:52:49,789.45,,1
711640579,00504M01:05:34.586,0504 00:52:50,789.49,,1
711640580,00504M01:05:35.560,0504 00:52:51,789.47,,1
711640581,00504M01:05:36.533,0504 00:52:52,789.44,,1
711640582,00504M01:05:37.506,0504 00:52:53,789.42,,1
711640583,00504M01:05:38.479,0504 00:52:54,789.46,,1
711640584,00504M01:05:39.453,0504 00:52:55,789.46,,1
711640585,00504M01:05:40.426,0504 00:52:56,789.46,,1
711640586,00504M01:05:41.399,0504 00:52:57,789.48,,1
711640587,00504M01:05:42.372,0504 00:52:58,789.47,,1
711640588,00504M01:05:43.346,0504 00:52:59,789.45,,1
711640589,00504M01:05:44.319,0504 00:53:00,789.43,,1
711640590,00504M01:05:45.292,0504 00:53:01,789.47,,1
711640591,00504M01:05:46.265,0504 00:53:02,789.46,,1
711640592,00504M01:05:47.239,0504 00:53:03,789.51,,1
711640593,00504M01:05:48.212,0504 00:53:04,789.53,,1
711640594,00504M01:05:49.185,0504 00:53:05,789.48,,1
711640595,00504M01:05:50.158,0504 00:53:06,789.48,,1
711640596,00504M01:05:51.132,0504 00:53:07,789.48,,1
711640597,00504M01:05:52.105,0504 00:53:07,789.48,,1
711640598,00504M01:05:53.078,0504 00:53:08,789.49,,1
711640599,00504M01:05:54.051,0504 00:53:09,789.47,,1
711640600,00504M01:05:55.025,0504 00:53:10,789.47,,1
711640601,00504M01:05:55.998,0504 00:53:11,789.49,,1
711640602,00504M01:05:56.971,0504 00:53:12,789.47,,1
711640603,00504M01:05:57.944,0504 00:53:13,789.42,,1
711640604,00504M01:05:58.918,0504 00:53:14,789.46,,1
711640605,00504M01:05:59.891,0504 00:53:15,789.42,,1
711640606,00504M01:06:00.864,0504 00:53:16,789.43,,1
711640607,00504M01:06:01.837,0504 00:53:17,789.41,,1
711640608,00504M01:06:02.811,0504 00:53:18,789.47,,1
711640609,00504M01:06:03.784,0504 00:53:19,789.47,,1
711640610,00504M01:06:04.757,0504 00:53:20,789.47,,1
711640611,00504M01:06:05.730,0504 00:53:21,789.45,,1
711640612,00504M01:06:06.704,0504 00:53:22,789.40,,1
711640613,00504M01:06:07.677,0504 00:53:23,789.38,,1
711640614,00504M01:06:08.650,0504 00:53:24,789.38,,1
711640615,00504M01:06:09.623,0504 00:53:25,789.46,,1
711640616,00504M01:06:10.597,0504 00:53:26,789.46,,1
711640617,00504M01:06:11.570,0504 00:53:27,789.46,,1
711640618,00504M01:06:12.543,0504 00:53:28,789.41,,1
711640619,00504M01:06:13.516,0504 00:53:29,789.43,,1
711640620,00504M01:06:14.490,0504 00:53:30,789.45,,1
711640621,00504M01:06:15.463,0504 00:53:31,789.47,,1
711640622,00504M01:06:16.436,0504 00:53:32,789.45,,1
711640623,00504M01:06:17.409,0504 00:53:33,789.49,,1
711640624,00504M01:06:18.383,0504 00:53:34,789.46,,1
711640625,00504M01:06:19.356,0504 00:53:35,789.48,,1
711640626,00504M01:06:20.329,0504 00:53:36,789.44,,1
711640627,00504M01:06:21.302,0504 00:53:37,789.46,,1
711640628,00504M01:06:22.276,0504 00:53:38,789.46,,1
711640629,00504M01:06:23.249,0504 00:53:39,789.47,,1
711640630,00504M01:06:24.222,0504 00:53:40,789.47,,1
711640631,00504M01:06:25.195,0504 00:53:41,789.45,,1
711640632,00504M01:06:26.169,0504 00:53:42,789.38,,1
711640633,00504M01:06:27.142,0504 00:53:42,789.47,,1
711640634,00504M01:06:28.115,0504 00:53:43,789.44,,1
711640635,00504M01:06:29.088,0504 00:53:44,789.44,,1
711640636,00504M01:06:30.062,0504 00:53:45,789.41,,1
711640637,00504M01:06:31.035,0504 00:53:46,789.42,,1
711640638,00504M01:06:32.008,0504 00:53:47,789.41,,1
711640639,00504M01:06:32.981,0504 00:53:48,789.39,,1
711640640,00504M01:06:33.955,0504 00:53:49,789.41,,1
711640641,00504M01:06:34.928,0504 00:53:50,789.41,,1
711640642,00504M01:06:35.901,0504 00:53:51,789.42,,1
711640643,00504M01:06:36.874,0504 00:53:52,789.42,,1
711640644,00504M01:06:37.848,0504 00:53:53,789.36,,1
711640645,00504M01:06:38.821,0504 00:53:54,789.38,,1
711640646,00504M01:06:39.794,0504 00:53:55,789.40,,1
711640647,00504M01:06:40.767,0504 00:53:56,789.37,,1
711640648,00504M01:06:41.741,0504 00:53:57,789.37,,1
711640649,00504M01:06:42.714,0504 00:53:58,789.39,,1
711640650,00504M01:06:43.687,0504 00:53:59,789.41,,1
711640651,00504M01:06:44.660,0504 00:54:00,789.41,,1
711640652,00504M01:06:45.634,0504 00:54:01,789.34,,1
711640653,00504M01:06:46.607,0504 00:54:02,789.40,,1
711640654,00504M01:06:47.580,0504 00:54:03,789.34,,1
711640655,00504M01:06:48.553,0504 00:54:04,789.36,,1
711640656,00504M01:06:49.527,0504 00:54:05,789.37,,1
711640657,00504M01:06:50.500,0504 00:54:06,789.35,,1
711640658,00504M01:06:51.473,0504 00:54:07,789.42,,1
711640659,00504M01:06:52.446,0504 00:54:08,789.37,,1
711640660,00504M01:06:53.420,0504 00:54:09,789.39,,1
711640661,00504M01:06:54.393,0504 00:54:10,789.41,,1
711640662,00504M01:06:55.366,0504 00:54:11,789.39,,1
711640663,00504M01:06:56.339,0504 00:54:12,789.38,,1
711640664,00504M01:06:57.313,0504 00:54:13,789.42,,1
711640665,00504M01:06:58.286,0504 00:54:14,789.38,,1
711640666,00504M01:06:59.259,0504 00:54:15,789.38,,1
711640667,00504M01:07:00.232,0504 00:54:16,789.38,,1
711640668,00504M01:07:01.206,0504 00:54:17,789.35,,1
711640669,00504M01:07:02.179,0504 00:54:18,789.42,,1
711640670,00504M01:07:03.152,0504 00:54:18,789.39,,1
711640671,00504M01:07:04.125,0504 00:54:19,789.34,,1
711640672,00504M01:07:05.099,0504 00:54:20,789.39,,1
711640673,00504M01:07:06.072,0504 00:54:21,789.36,,1
711640674,00504M01:07:07.045,0504 00:54:22,789.34,,1
711640675,00504M01:07:08.018,0504 00:54:23,789.38,,1
711640676,00504M01:07:08.992,0504 00:54:24,789.38,,1
711640677,00504M01:07:09.965,0504 00:54:25,789.37,,1
711640678,00504M01:07:10.938,0504 00:54:26,789.35,,1
711640679,00504M01:07:11.912,0504 00:54:27,789.35,,1
711640680,00504M01:07:12.885,0504 00:54:28,789.39,,1
711640681,00504M01:07:13.858,0504 00:54:29,789.39,,1
711640682,00504M01:07:14.831,0504 00:54:30,789.37,,1
711640683,00504M01:07:15.805,0504 00:54:31,789.37,,1
711640684,00504M01:07:16.778,0504 00:54:32,789.43,,1
711640685,00504M01:07:17.751,0504 00:54:33,789.42,,1
711640686,00504M01:07:18.724,0504 00:54:34,789.38,,1
711640687,00504M01:07:19.698,0504 00:54:35,789.38,,1
711640688,00504M01:07:20.671,0504 00:54:36,789.44,,1
711640689,00504M01:07:21.644,0504 00:54:37,789.40,,1
711640690,00504M01:07:22.617,0504 00:54:38,789.46,,1
711640691,00504M01:07:23.591,0504 00:54:39,789.44,,1
711640692,00504M01:07:24.564,0504 00:54:40,789.45,,1
711640693,00504M01:07:25.537,0504 00:54:41,789.43,,1
711640694,00504M01:07:26.510,0504 00:54:42,789.47,,1
711640695,00504M01:07:27.484,0504 00:54:43,789.40,,1
711640696,00504M01:07:28.457,0504 00:54:44,789.42,,1
711640697,00504M01:07:29.430,0504 00:54:45,789.44,,1
711640698,00504M01:07:30.403,0504 00:54:46,789.42,,1
711640699,00504M01:07:31.377,0504 00:54:47,789.46,,1
711640700,00504M01:07:32.350,0504 00:54:48,789.46,,1
711640701,00504M01:07:33.323,0504 00:54:49,789.42,,1
711640702,00504M01:07:34.296,0504 00:54:50,789.48,,1
711640703,00504M01:07:35.270,0504 00:54:51,789.39,,1
711640704,00504M01:07:36.243,0504 00:54:52,789.43,,1
711640705,00504M01:07:37.216,0504 00:54:53,789.36,,1
711640706,00504M01:07:38.189,0504 00:54:54,789.36,,1
711640707,00504M01:07:39.163,0504 00:54:54,789.38,,1
711640708,00504M01:07:40.136,0504 00:54:55,789.37,,1
711640709,00504M01:07:41.109,0504 00:54:56,789.37,,1
711640710,00504M01:07:42.082,0504 00:54:57,789.39,,1
711640711,00504M01:07:43.056,0504 00:54:58,789.37,,1
711640712,00504M01:07:44.029,0504 00:54:59,789.39,,1
711640713,00504M01:07:45.002,0504 00:55:00,789.34,,1
711640714,00504M01:07:45.975,0504 00:55:01,789.40,,1
711640715,00504M01:07:46.949,0504 00:55:02,789.38,,1
711640716,00504M01:07:47.922,0504 00:55:03,789.40,,1
711640717,00504M01:07:48.895,0504 00:55:04,789.40,,1
711640718,00504M01:07:49.868,0504 00:55:05,789.40,,1
711640719,00504M01:07:50.842,0504 00:55:06,789.42,,1
711640720,00504M01:07:51.815,0504 00:55:07,789.42,,1
711640721,00504M01:07:52.788,0504 00:55:08,789.35,,1
711640722,00504M01:07:53.761,0504 00:55:09,789.46,,1
711640723,00504M01:07:54.735,0504 00:55:10,789.41,,1
711640724,00504M01:07:55.708,0504 00:55:11,789.45,,1
711640725,00504M01:07:56.681,0504 00:55:12,789.41,,1
711640726,00504M01:07:57.654,0504 00:55:13,789.38,,1
711640727,00504M01:07:58.628,0504 00:55:14,789.43,,1
711640728,00504M01:07:59.601,0504 00:55:15,789.40,,1
711640729,00504M01:08:00.574,0504 00:55:16,789.38,,1
711640730,00504M01:08:01.547,0504 00:55:17,789.39,,1
711640731,00504M01:08:02.521,0504 00:55:18,789.39,,1
711640732,00504M01:08:03.494,0504 00:55:19,789.37,,1
711640733,00504M01:08:04.467,0504 00:55:20,789.37,,1
711640734,00504M01:08:05.440,0504 00:55:21,789.41,,1
711640735,00504M01:08:06.414,0504 00:55:22,789.41,,1
711640736,00504M01:08:07.387,0504 00:55:23,789.42,,1
711640737,00504M01:08:08.360,0504 00:55:24,789.40,,1
711640738,00504M01:08:09.333,0504 00:55:25,789.40,,1
711640739,00504M01:08:10.307,0504 00:55:26,789.42,,1
711640740,00504M01:08:11.280,0504 00:55:27,789.37,,1
711640741,00504M01:08:12.253,0504 00:55:28,789.33,,1
711640742,00504M01:08:13.226,0504 00:55:29,789.39,,1
711640743,00504M01:08:14.200,0504 00:55:30,789.39,,1
711640744,00504M01:08:15.173,0504 00:55:30,789.36,,1
711640745,00504M01:08:16.146,0504 00:55:31,789.30,,1
711640746,00504M01:08:17.119,0504 00:55:32,789.36,,1
711640747,00504M01:08:18.093,0504 00:55:33,789.40,,1
711640748,00504M01:08:19.066,0504 00:55:34,789.36,,1
711640749,00504M01:08:20.039,0504 00:55:35,789.38,,1
711640750,00504M01:08:21.012,0504 00:55:36,789.40,,1
711640751,00504M01:08:21.986,0504 00:55:37,789.35,,1
711640752,00504M01:08:22.959,0504 00:55:38,789.41,,1
711640753,00504M01:08:23.932,0504 00:55:39,789.35,,1
711640754,00504M01:08:24.905,0504 00:55:40,789.35,,1
711640755,00504M01:08:25.879,0504 00:55:41,789.39,,1
711640756,00504M01:08:26.852,0504 00:55:42,789.41,,1
711640757,00504M01:08:27.825,0504 00:55:43,789.38,,1
711640758,00504M01:08:28.798,0504 00:55:44,789.29,,1
711640759,00504M01:08:29.772,0504 00:55:45,789.34,,1
711640760,00504M01:08:30.745,0504 00:55:46,789.33,,1
711640761,00504M01:08:31.718,0504 00:55:47,789.31,,1
711640762,00504M01:08:32.691,0504 00:55:48,789.33,,1
711640763,00504M01:08:33.665,0504 00:55:49,789.33,,1
711640764,00504M01:08:34.638,0504 00:55:50,789.37,,1
711640765,00504M01:08:35.611,0504 00:55:51,789.30,,1
711640766,00504M01:08:36.584,0504 00:55:52,789.32,,1
711640767,00504M01:08:37.558,0504 00:55:53,789.32,,1
711640768,00504M01:08:38.531,0504 00:55:54,789.36,,1
711640769,00504M01:08:39.504,0504 00:55:55,789.38,,1
711640770,00504M01:08:40.477,0504 00:55:56,789.31,,1
711640771,00504M01:08:41.451,0504 00:55:57,789.42,,1
711640772,00504M01:08:42.424,0504 00:55:58,789.35,,1
711640773,00504M01:08:43.397,0504 00:55:59,789.31,,1
711640774,00504M01:08:44.370,0504 00:56:00,789.35,,1
711640775,00504M01:08:45.344,0504 00:56:01,789.39,,1
711640776,00504M01:08:46.317,0504 00:56:02,789.30,,1
711640777,00504M01:08:47.290,0504 00:56:03,789.36,,1
711640778,00504M01:08:48.263,0504 00:56:04,789.32,,1
711640779,00504M01:08:49.237,0504 00:56:05,789.34,,1
711640780,00504M01:08:50.210,0504 00:56:05,789.33,,1
711640781,00504M01:08:51.183,0504 00:56:06,789.38,,1
711640782,00504M01:08:52.156,0504 00:56:07,789.35,,1
711640783,00504M01:08:53.130,0504 00:56:08,789.33,,1
711640784,00504M01:08:54.103,0504 00:56:09,789.37,,1
711640785,00504M01:08:55.076,0504 00:56:10,789.35,,1
711640786,00504M01:08:56.049,0504 00:56:11,789.32,,1
711640787,00504M01:08:57.023,0504 00:56:12,789.34,,1
711640788,00504M01:08:57.996,0504 00:56:13,789.34,,1
711640789,00504M01:08:58.969,0504 00:56:14,789.32,,1
711640790,00504M01:08:59.942,0504 00:56:15,789.29,,1
711640791,00504M01:09:00.916,0504 00:56:16,789.29,,1
711640792,00504M01:09:01.889,0504 00:56:17,789.31,,1
711640793,00504M01:09:02.862,0504 00:56:18,789.26,,1
711640794,00504M01:09:03.835,0504 00:56:19,789.26,,1
711640795,00504M01:09:04.809,0504 00:56:20,789.30,,1
711640796,00504M01:09:05.782,0504 00:56:21,789.32,,1
711640797,00504M01:09:06.755,0504 00:56:22,789.30,,1
711640798,00504M01:09:07.728,0504 00:56:23,789.32,,1
711640799,00504M01:09:08.702,0504 00:56:24,789.36,,1
711640800,00504M01:09:09.675,0504 00:56:25,789.32,,1
711640801,00504M01:09:10.648,0504 00:56:26,789.31,,1
711640802,00504M01:09:11.621,0504 00:56:27,789.35,,1
711640803,00504M01:09:12.595,0504 00:56:28,789.35,,1
711640804,00504M01:09:13.568,0504 00:56:29,789.31,,1
711640805,00504M01:09:14.541,0504 00:56:30,789.33,,1
711640806,00504M01:09:15.515,0504 00:56:31,789.30,,1
711640807,00504M01:09:16.488,0504 00:56:32,789.30,,1
711640808,00504M01:09:17.461,0504 00:56:33,789.30,,1
711640809,00504M01:09:18.434,0504 00:56:34,789.34,,1
711640810,00504M01:09:19.408,0504 00:56:35,789.27,,1
711640811,00504M01:09:20.381,0504 00:56:36,789.19,,1
711640812,00504M01:09:21.354,0504 00:56:37,789.27,,1
711640813,00504M01:09:22.327,0504 00:56:38,789.27,,1
711640814,00504M01:09:23.301,0504 00:56:39,789.35,,1
711640815,00504M01:09:24.274,0504 00:56:40,789.33,,1
711640816,00504M01:09:25.247,0504 00:56:41,789.35,,1
711640817,00504M01:09:26.220,0504 00:56:41,789.35,,1
711640818,00504M01:09:27.194,0504 00:56:42,789.30,,1
711640819,00504M01:09:28.167,0504 00:56:43,789.28,,1
711640820,00504M01:09:29.140,0504 00:56:44,789.27,,1
711640821,00504M01:09:30.113,0504 00:56:45,789.27,,1
711640822,00504M01:09:31.087,0504 00:56:46,789.32,,1
711640823,00504M01:09:32.060,0504 00:56:47,789.29,,1
711640824,00504M01:09:33.033,0504 00:56:48,789.29,,1
711640825,00504M01:09:34.006,0504 00:56:49,789.31,,1
711640826,00504M01:09:34.980,0504 00:56:50,789.26,,1
711640827,00504M01:09:35.953,0504 00:56:51,789.24,,1
711640828,00504M01:09:36.926,0504 00:56:52,789.28,,1
711640829,00504M01:09:37.899,0504 00:56:53,789.25,,1
711640830,00504M01:09:38.873,0504 00:56:54,789.27,,1
711640831,00504M01:09:39.846,0504 00:56:55,789.25,,1
711640832,00504M01:09:40.819,0504 00:56:56,789.25,,1
711640833,00504M01:09:41.792,0504 00:56:57,789.29,,1
711640834,00504M01:09:42.766,0504 00:56:58,789.24,,1
711640835,00504M01:09:43.739,0504 00:56:59,789.28,,1
711640836,00504M01:09:44.712,0504 00:57:00,789.24,,1
711640837,00504M01:09:45.685,0504 00:57:01,789.19,,1
711640838,00504M01:09:46.659,0504 00:57:02,789.24,,1
711640839,00504M01:09:47.632,0504 00:57:03,789.21,,1
711640840,00504M01:09:48.605,0504 00:57:04,789.23,,1
711640841,00504M01:09:49.578,0504 00:57:05,789.18,,1
711640842,00504M01:09:50.552,0504 00:57:06,789.25,,1
711640843,00504M01:09:51.525,0504 00:57:07,789.23,,1
711640844,00504M01:09:52.498,0504 00:57:08,789.23,,1
711640845,00504M01:09:53.471,0504 00:57:09,789.22,,1
711640846,00504M01:09:54.445,0504 00:57:10,789.20,,1
711640847,00504M01:09:55.418,0504 00:57:11,789.22,,1
711640848,00504M01:09:56.391,0504 00:57:12,789.24,,1
711640849,00504M01:09:57.364,0504 00:57:13,789.23,,1
711640850,00504M01:09:58.338,0504 00:57:14,789.25,,1
711640851,00504M01:09:59.311,0504 00:57:15,789.21,,1
711640852,00504M01:10:00.284,0504 00:57:16,789.25,,1
711640853,00504M01:10:01.257,0504 00:57:17,789.20,,1
711640854,00504M01:10:02.231,0504 00:57:17,789.18,,1
711640855,00504M01:10:03.204,0504 00:57:18,789.20,,1
711640856,00504M01:10:04.177,0504 00:57:19,789.20,,1
711640857,00504M01:10:05.150,0504 00:57:20,789.18,,1
711640858,00504M01:10:06.124,0504 00:57:21,789.15,,1
711640859,00504M01:10:07.097,0504 00:57:22,789.22,,1
711640860,00504M01:10:08.070,0504 00:57:23,789.19,,1
711640861,00504M01:10:09.043,0504 00:57:24,789.23,,1
711640862,00504M01:10:10.017,0504 00:57:25,789.21,,1
711640863,00504M01:10:10.990,0504 00:57:26,789.23,,1
711640864,00504M01:10:11.963,0504 00:57:27,789.16,,1
711640865,00504M01:10:12.936,0504 00:57:28,789.20,,1
711640866,00504M01:10:13.910,0504 00:57:29,789.22,,1
711640867,00504M01:10:14.883,0504 00:57:30,789.20,,1
711640868,00504M01:10:15.856,0504 00:57:31,789.22,,1
711640869,00504M01:10:16.829,0504 00:57:32,789.21,,1
711640870,00504M01:10:17.803,0504 00:57:33,789.24,,1
711640871,00504M01:10:18.776,0504 00:57:34,789.21,,1
711640872,00504M01:10:19.749,0504 00:57:35,789.23,,1
711640873,00504M01:10:20.722,0504 00:57:36,789.19,,1
711640874,00504M01:10:21.696,0504 00:57:37,789.16,,1
711640875,00504M01:10:22.669,0504 00:57:38,789.22,,1
711640876,00504M01:10:23.642,0504 00:57:39,789.20,,1
711640877,00504M01:10:24.615,0504 00:57:40,789.22,,1
711640878,00504M01:10:25.589,0504 00:57:41,789.26,,1
711640879,00504M01:10:26.562,0504 00:57:42,789.20,,1
711640880,00504M01:10:27.535,0504 00:57:43,789.17,,1
711640881,00504M01:10:28.508,0504 00:57:44,789.19,,1
711640882,00504M01:10:29.482,0504 00:57:45,789.12,,1
711640883,00504M01:10:30.455,0504 00:57:46,789.19,,1
711640884,00504M01:10:31.428,0504 00:57:47,789.18,,1
711640885,00504M01:10:32.401,0504 00:57:48,789.20,,1
711640886,00504M01:10:33.375,0504 00:57:49,789.16,,1
711640887,00504M01:10:34.348,0504 00:57:50,789.24,,1
711640888,00504M01:10:35.321,0504 00:57:51,789.20,,1
711640889,00504M01:10:36.294,0504 00:57:52,789.18,,1
711640890,00504M01:10:37.268,0504 00:57:52,789.15,,1
711640891,00504M01:10:38.241,0504 00:57:53,789.19,,1
711640892,00504M01:10:39.214,0504 00:57:54,789.23,,1
711640893,00504M01:10:40.187,0504 00:57:55,789.21,,1
711640894,00504M01:10:41.161,0504 00:57:56,789.17,,1
711640895,00504M01:10:42.134,0504 00:57:57,789.21,,1
711640896,00504M01:10:43.107,0504 00:57:58,789.19,,1
711640897,00504M01:10:44.080,0504 00:57:59,789.18,,1
711640898,00504M01:10:45.054,0504 00:58:00,789.18,,1
711640899,00504M01:10:46.027,0504 00:58:01,789.14,,1
711640900,00504M01:10:47.000,0504 00:58:02,789.13,,1
711640901,00504M01:10:47.973,0504 00:58:03,789.15,,1
711640902,00504M01:10:48.947,0504 00:58:04,789.17,,1
711640903,00504M01:10:49.920,0504 00:58:05,789.17,,1
711640904,00504M01:10:50.893,0504 00:58:06,789.15,,1
711640905,00504M01:10:51.866,0504 00:58:07,789.14,,1
711640906,00504M01:10:52.840,0504 00:58:08,789.16,,1
711640907,00504M01:10:53.813,0504 00:58:09,789.20,,1
711640908,00504M01:10:54.786,0504 00:58:10,789.16,,1
711640909,00504M01:10:55.759,0504 00:58:11,789.20,,1
711640910,00504M01:10:56.733,0504 00:58:12,789.20,,1
711640911,00504M01:10:57.706,0504 00:58:13,789.17,,1
711640912,00504M01:10:58.679,0504 00:58:14,789.26,,1
711640913,00504M01:10:59.652,0504 00:58:15,789.19,,1
711640914,00504M01:11:00.626,0504 00:58:16,789.17,,1
711640915,00504M01:11:01.599,0504 00:58:17,789.21,,1
711640916,00504M01:11:02.572,0504 00:58:18,789.17,,1
711640917,00504M01:11:03.545,0504 00:58:19,789.19,,1
711640918,00504M01:11:04.519,0504 00:58:20,789.14,,1
711640919,00504M01:11:05.492,0504 00:58:21,789.20,,1
711640920,00504M01:11:06.465,0504 00:58:22,789.18,,1
711640921,00504M01:11:07.438,0504 00:58:23,789.18,,1
711640922,00504M01:11:08.412,0504 00:58:24,789.22,,1
711640923,00504M01:11:09.385,0504 00:58:25,789.20,,1
711640924,00504M01:11:10.358,0504 00:58:26,789.22,,1
711640925,00504M01:11:11.331,0504 00:58:27,789.19,,1
711640926,00504M01:11:12.305,0504 00:58:28,789.15,,1
711640927,00504M01:11:13.278,0504 00:58:28,789.21,,1
711640928,00504M01:11:14.251,0504 00:58:29,789.19,,1
711640929,00504M01:11:15.224,0504 00:58:30,789.19,,1
711640930,00504M01:11:16.198,0504 00:58:31,789.21,,1
711640931,00504M01:11:17.171,0504 00:58:32,789.22,,1
711640932,00504M01:11:18.144,0504 00:58:33,789.16,,1
711640933,00504M01:11:19.118,0504 00:58:34,789.22,,1
711640934,00504M01:11:20.091,0504 00:58:35,789.15,,1
711640935,00504M01:11:21.064,0504 00:58:36,789.22,,1
711640936,00504M01:11:22.037,0504 00:58:37,789.17,,1
711640937,00504M01:11:23.011,0504 00:58:38,789.17,,1
711640938,00504M01:11:23.984,0504 00:58:39,789.14,,1
711640939,00504M01:11:24.957,0504 00:58:40,789.19,,1
711640940,00504M01:11:25.930,0504 00:58:41,789.21,,1
711640941,00504M01:11:26.904,0504 00:58:42,789.12,,1
711640942,00504M01:11:27.877,0504 00:58:43,789.16,,1
711640943,00504M01:11:28.850,0504 00:58:44,789.11,,1
711640944,00504M01:11:29.823,0504 00:58:45,789.13,,1
711640945,00504M01:11:30.797,0504 00:58:46,789.13,,1
711640946,00504M01:11:31.770,0504 00:58:47,789.11,,1
711640947,00504M01:11:32.743,0504 00:58:48,789.10,,1
711640948,00504M01:11:33.716,0504 00:58:49,789.15,,1
711640949,00504M01:11:34.690,0504 00:58:50,789.17,,1
711640950,00504M01:11:35.663,0504 00:58:51,789.14,,1
711640951,00504M01:11:36.636,0504 00:58:52,789.16,,1
711640952,00504M01:11:37.609,0504 00:58:53,789.18,,1
711640953,00504M01:11:38.583,0504 00:58:54,789.18,,1
711640954,00504M01:11:39.556,0504 00:58:55,789.16,,1
711640955,00504M01:11:40.529,0504 00:58:56,789.15,,1
711640956,00504M01:11:41.502,0504 00:58:57,789.13,,1
711640957,00504M01:11:42.476,0504 00:58:58,789.15,,1
711640958,00504M01:11:43.449,0504 00:58:59,789.13,,1
711640959,00504M01:11:44.422,0504 00:59:00,789.17,,1
711640960,00504M01:11:45.395,0504 00:59:01,789.14,,1
711640961,00504M01:11:46.369,0504 00:59:02,789.10,,1
711640962,00504M01:11:47.342,0504 00:59:03,789.07,,1
711640963,00504M01:11:48.315,0504 00:59:04,789.12,,1
711640964,00504M01:11:49.288,0504 00:59:04,789.14,,1
711640965,00504M01:11:50.262,0504 00:59:05,789.14,,1
711640966,00504M01:11:51.235,0504 00:59:06,789.11,,1
711640967,00504M01:11:52.208,0504 00:59:07,789.07,,1
711640968,00504M01:11:53.181,0504 00:59:08,789.09,,1
711640969,00504M01:11:54.155,0504 00:59:09,789.11,,1
711640970,00504M01:11:55.128,0504 00:59:10,789.10,,1
711640971,00504M01:11:56.101,0504 00:59:11,789.13,,1
711640972,00504M01:11:57.074,0504 00:59:12,789.14,,1
711640973,00504M01:11:58.048,0504 00:59:13,789.12,,1
