SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
725308059,00658M00:03:56.418,0657 23:22:35,735.23,,1
725308060,00658M00:03:57.392,0657 23:22:36,735.23,,1
725308061,00658M00:03:58.365,0657 23:22:37,735.29,,1
725308062,00658M00:03:59.338,0657 23:22:38,735.25,,1
725308063,00658M00:04:00.311,0657 23:22:39,735.25,,1
725308064,00658M00:04:01.285,0657 23:22:40,735.28,,1
725308065,00658M00:04:02.258,0657 23:22:41,735.30,,1
725308066,00658M00:04:03.231,0657 23:22:42,735.30,,1
725308067,00658M00:04:04.205,0657 23:22:42,735.25,,1
725308068,00658M00:04:05.178,0657 23:22:43,735.32,,1
725308069,00658M00:04:06.151,0657 23:22:44,735.30,,1
725308070,00658M00:04:07.124,0657 23:22:45,735.34,,1
725308071,00658M00:04:08.098,0657 23:22:46,735.30,,1
725308072,00658M00:04:09.071,0657 23:22:47,735.28,,1
725308073,00658M00:04:10.044,0657 23:22:48,735.30,,1
725308074,00658M00:04:11.017,0657 23:22:49,735.28,,1
725308075,00658M00:04:11.991,0657 23:22:50,735.28,,1
725308076,00658M00:04:12.964,0657 23:22:51,735.32,,1
725308077,00658M00:04:13.937,0657 23:22:52,735.32,,1
725308078,00658M00:04:14.910,0657 23:22:53,735.30,,1
725308079,00658M00:04:15.884,0657 23:22:54,735.32,,1
725308080,00658M00:04:16.857,0657 23:22:55,735.32,,1
725308081,00658M00:04:17.830,0657 23:22:56,735.30,,1
725308082,00658M00:04:18.803,0657 23:22:57,735.36,,1
725308083,00658M00:04:19.777,0657 23:22:58,735.35,,1
725308084,00658M00:04:20.750,0657 23:22:59,735.34,,1
725308085,00658M00:04:21.723,0657 23:23:00,735.32,,1
725308086,00658M00:04:22.696,0657 23:23:01,735.32,,1
725308087,00658M00:04:23.670,0657 23:23:02,735.32,,1
725308088,00658M00:04:24.643,0657 23:23:03,735.32,,1
725308089,00658M00:04:25.616,0657 23:23:04,735.35,,1
725308090,00658M00:04:26.589,0657 23:23:05,735.32,,1
725308091,00658M00:04:27.563,0657 23:23:06,735.35,,1
725308092,00658M00:04:28.536,0657 23:23:07,735.32,,1
725308093,00658M00:04:29.509,0657 23:23:08,735.39,,1
725308094,00658M00:04:30.482,0657 23:23:09,735.33,,1
725308095,00658M00:04:31.456,0657 23:23:10,735.34,,1
725308096,00658M00:04:32.429,0657 23:23:11,735.32,,1
725308097,00658M00:04:33.402,0657 23:23:12,735.34,,1
725308098,00658M00:04:34.375,0657 23:23:13,735.32,,1
725308099,00658M00:04:35.349,0657 23:23:14,735.37,,1
725308100,00658M00:04:36.322,0657 23:23:15,735.37,,1
725308101,00658M00:04:37.295,0657 23:23:16,735.39,,1
725308102,00658M00:04:38.268,0657 23:23:17,735.41,,1
725308103,00658M00:04:39.242,0657 23:23:18,735.39,,1
725308104,00658M00:04:40.215,0657 23:23:19,735.37,,1
725308105,00658M00:04:41.188,0657 23:23:19,735.37,,1
725308106,00658M00:04:42.161,0657 23:23:20,735.39,,1
725308107,00658M00:04:43.135,0657 23:23:21,735.39,,1
725308108,00658M00:04:44.108,0657 23:23:22,735.40,,1
725308109,00658M00:04:45.081,0657 23:23:23,735.37,,1
725308110,00658M00:04:46.054,0657 23:23:24,735.37,,1
725308111,00658M00:04:47.028,0657 23:23:25,735.39,,1
725308112,00658M00:04:48.001,0657 23:23:26,735.31,,1
725308113,00658M00:04:48.974,0657 23:23:27,735.39,,1
725308114,00658M00:04:49.947,0657 23:23:28,735.39,,1
725308115,00658M00:04:50.921,0657 23:23:29,735.39,,1
725308116,00658M00:04:51.894,0657 23:23:30,735.39,,1
725308117,00658M00:04:52.867,0657 23:23:31,735.46,,1
725308118,00658M00:04:53.840,0657 23:23:32,735.35,,1
725308119,00658M00:04:54.814,0657 23:23:33,735.35,,1
725308120,00658M00:04:55.787,0657 23:23:34,735.42,,1
725308121,00658M00:04:56.760,0657 23:23:35,735.37,,1
725308122,00658M00:04:57.733,0657 23:23:36,735.37,,1
725308123,00658M00:04:58.707,0657 23:23:37,735.40,,1
725308124,00658M00:04:59.680,0657 23:23:38,735.40,,1
725308125,00658M00:05:00.653,0657 23:23:39,735.40,,1
725308126,00658M00:05:01.626,0657 23:23:40,735.42,,1
725308127,00658M00:05:02.600,0657 23:23:41,735.42,,1
725308128,00658M00:05:03.573,0657 23:23:42,735.44,,1
725308129,00658M00:05:04.546,0657 23:23:43,735.38,,1
725308130,00658M00:05:05.519,0657 23:23:44,735.44,,1
725308131,00658M00:05:06.493,0657 23:23:45,735.44,,1
725308132,00658M00:05:07.466,0657 23:23:46,735.44,,1
725308133,00658M00:05:08.439,0657 23:23:47,735.42,,1
725308134,00658M00:05:09.412,0657 23:23:48,735.48,,1
725308135,00658M00:05:10.386,0657 23:23:49,735.40,,1
725308136,00658M00:05:11.359,0657 23:23:50,735.44,,1
725308137,00658M00:05:12.332,0657 23:23:51,735.49,,1
725308138,00658M00:05:13.305,0657 23:23:52,735.40,,1
725308139,00658M00:05:14.279,0657 23:23:53,735.46,,1
725308140,00658M00:05:15.252,0657 23:23:54,735.40,,1
725308141,00658M00:05:16.225,0657 23:23:55,735.42,,1
725308142,00658M00:05:17.198,0657 23:23:55,735.40,,1
725308143,00658M00:05:18.172,0657 23:23:56,735.40,,1
725308144,00658M00:05:19.145,0657 23:23:57,735.47,,1
725308145,00658M00:05:20.118,0657 23:23:58,735.40,,1
725308146,00658M00:05:21.091,0657 23:23:59,735.42,,1
725308147,00658M00:05:22.065,0657 23:24:00,735.40,,1
725308148,00658M00:05:23.038,0657 23:24:01,735.40,,1
725308149,00658M00:05:24.011,0657 23:24:02,735.42,,1
725308150,00658M00:05:24.984,0657 23:24:03,735.44,,1
725308151,00658M00:05:25.958,0657 23:24:04,735.42,,1
725308152,00658M00:05:26.931,0657 23:24:05,735.44,,1
725308153,00658M00:05:27.904,0657 23:24:06,735.46,,1
725308154,00658M00:05:28.877,0657 23:24:07,735.46,,1
725308155,00658M00:05:29.851,0657 23:24:08,735.45,,1
725308156,00658M00:05:30.824,0657 23:24:09,735.46,,1
725308157,00658M00:05:31.797,0657 23:24:10,735.44,,1
725308158,00658M00:05:32.770,0657 23:24:11,735.46,,1
725308159,00658M00:05:33.744,0657 23:24:12,735.44,,1
725308160,00658M00:05:34.717,0657 23:24:13,735.44,,1
725308161,00658M00:05:35.690,0657 23:24:14,735.47,,1
725308162,00658M00:05:36.663,0657 23:24:15,735.47,,1
725308163,00658M00:05:37.637,0657 23:24:16,735.49,,1
725308164,00658M00:05:38.610,0657 23:24:17,735.47,,1
725308165,00658M00:05:39.583,0657 23:24:18,735.44,,1
725308166,00658M00:05:40.556,0657 23:24:19,735.49,,1
725308167,00658M00:05:41.530,0657 23:24:20,735.49,,1
725308168,00658M00:05:42.503,0657 23:24:21,735.45,,1
725308169,00658M00:05:43.476,0657 23:24:22,735.49,,1
725308170,00658M00:05:44.449,0657 23:24:23,735.51,,1
725308171,00658M00:05:45.423,0657 23:24:24,735.51,,1
725308172,00658M00:05:46.396,0657 23:24:25,735.44,,1
725308173,00658M00:05:47.369,0657 23:24:26,735.53,,1
725308174,00658M00:05:48.342,0657 23:24:27,735.45,,1
725308175,00658M00:05:49.316,0657 23:24:28,735.51,,1
725308176,00658M00:05:50.289,0657 23:24:29,735.47,,1
725308177,00658M00:05:51.262,0657 23:24:30,735.51,,1
725308178,00658M00:05:52.235,0657 23:24:31,735.56,,1
725308179,00658M00:05:53.209,0657 23:24:32,735.49,,1
725308180,00658M00:05:54.182,0657 23:24:32,735.49,,1
725308181,00658M00:05:55.155,0657 23:24:33,735.49,,1
725308182,00658M00:05:56.128,0657 23:24:34,735.49,,1
725308183,00658M00:05:57.102,0657 23:24:35,735.58,,1
725308184,00658M00:05:58.075,0657 23:24:36,735.51,,1
725308185,00658M00:05:59.048,0657 23:24:37,735.52,,1
725308186,00658M00:06:00.021,0657 23:24:38,735.51,,1
725308187,00658M00:06:00.995,0657 23:24:39,735.54,,1
725308188,00658M00:06:01.968,0657 23:24:40,735.56,,1
725308189,00658M00:06:02.941,0657 23:24:41,735.54,,1
725308190,00658M00:06:03.914,0657 23:24:42,735.53,,1
725308191,00658M00:06:04.888,0657 23:24:43,735.56,,1
725308192,00658M00:06:05.861,0657 23:24:44,735.54,,1
725308193,00658M00:06:06.834,0657 23:24:45,735.52,,1
725308194,00658M00:06:07.808,0657 23:24:46,735.60,,1
725308195,00658M00:06:08.781,0657 23:24:47,735.58,,1
725308196,00658M00:06:09.754,0657 23:24:48,735.52,,1
725308197,00658M00:06:10.727,0657 23:24:49,735.58,,1
725308198,00658M00:06:11.701,0657 23:24:50,735.52,,1
725308199,00658M00:06:12.674,0657 23:24:51,735.56,,1
725308200,00658M00:06:13.647,0657 23:24:52,735.51,,1
725308201,00658M00:06:14.620,0657 23:24:53,735.58,,1
725308202,00658M00:06:15.594,0657 23:24:54,735.52,,1
725308203,00658M00:06:16.567,0657 23:24:55,735.58,,1
725308204,00658M00:06:17.540,0657 23:24:56,735.58,,1
725308205,00658M00:06:18.513,0657 23:24:57,735.56,,1
725308206,00658M00:06:19.487,0657 23:24:58,735.59,,1
725308207,00658M00:06:20.460,0657 23:24:59,735.59,,1
725308208,00658M00:06:21.433,0657 23:25:00,735.58,,1
725308209,00658M00:06:22.406,0657 23:25:01,735.54,,1
725308210,00658M00:06:23.380,0657 23:25:02,735.58,,1
725308211,00658M00:06:24.353,0657 23:25:03,735.54,,1
725308212,00658M00:06:25.326,0657 23:25:04,735.56,,1
725308213,00658M00:06:26.299,0657 23:25:05,735.66,,1
725308214,00658M00:06:27.273,0657 23:25:06,735.58,,1
725308215,00658M00:06:28.246,0657 23:25:07,735.52,,1
725308216,00658M00:06:29.219,0657 23:25:08,735.61,,1
725308217,00658M00:06:30.192,0657 23:25:09,735.59,,1
725308218,00658M00:06:31.166,0657 23:25:09,735.58,,1
725308219,00658M00:06:32.139,0657 23:25:10,735.61,,1
725308220,00658M00:06:33.112,0657 23:25:11,735.58,,1
725308221,00658M00:06:34.085,0657 23:25:12,735.61,,1
725308222,00658M00:06:35.059,0657 23:25:13,735.54,,1
725308223,00658M00:06:36.032,0657 23:25:14,735.59,,1
725308224,00658M00:06:37.005,0657 23:25:15,735.59,,1
725308225,00658M00:06:37.978,0657 23:25:16,735.59,,1
725308226,00658M00:06:38.952,0657 23:25:17,735.63,,1
725308227,00658M00:06:39.925,0657 23:25:18,735.59,,1
725308228,00658M00:06:40.898,0657 23:25:19,735.61,,1
725308229,00658M00:06:41.871,0657 23:25:20,735.59,,1
725308230,00658M00:06:42.845,0657 23:25:21,735.61,,1
725308231,00658M00:06:43.818,0657 23:25:22,735.57,,1
725308232,00658M00:06:44.791,0657 23:25:23,735.59,,1
725308233,00658M00:06:45.764,0657 23:25:24,735.63,,1
725308234,00658M00:06:46.738,0657 23:25:25,735.65,,1
725308235,00658M00:06:47.711,0657 23:25:26,735.61,,1
725308236,00658M00:06:48.684,0657 23:25:27,735.61,,1
725308237,00658M00:06:49.657,0657 23:25:28,735.61,,1
725308238,00658M00:06:50.631,0657 23:25:29,735.65,,1
725308239,00658M00:06:51.604,0657 23:25:30,735.59,,1
725308240,00658M00:06:52.577,0657 23:25:31,735.63,,1
725308241,00658M00:06:53.550,0657 23:25:32,735.63,,1
725308242,00658M00:06:54.524,0657 23:25:33,735.66,,1
725308243,00658M00:06:55.497,0657 23:25:34,735.66,,1
725308244,00658M00:06:56.470,0657 23:25:35,735.61,,1
725308245,00658M00:06:57.443,0657 23:25:36,735.64,,1
725308246,00658M00:06:58.417,0657 23:25:37,735.68,,1
725308247,00658M00:06:59.390,0657 23:25:38,735.61,,1
725308248,00658M00:07:00.363,0657 23:25:39,735.64,,1
725308249,00658M00:07:01.336,0657 23:25:40,735.66,,1
725308250,00658M00:07:02.310,0657 23:25:41,735.66,,1
725308251,00658M00:07:03.283,0657 23:25:42,735.66,,1
725308252,00658M00:07:04.256,0657 23:25:43,735.63,,1
725308253,00658M00:07:05.229,0657 23:25:44,735.64,,1
725308254,00658M00:07:06.203,0657 23:25:45,735.64,,1
725308255,00658M00:07:07.176,0657 23:25:45,735.63,,1
725308256,00658M00:07:08.149,0657 23:25:46,735.68,,1
725308257,00658M00:07:09.122,0657 23:25:47,735.63,,1
725308258,00658M00:07:10.096,0657 23:25:48,735.66,,1
725308259,00658M00:07:11.069,0657 23:25:49,735.68,,1
725308260,00658M00:07:12.042,0657 23:25:50,735.62,,1
725308261,00658M00:07:13.015,0657 23:25:51,735.68,,1
725308262,00658M00:07:13.989,0657 23:25:52,735.68,,1
725308263,00658M00:07:14.962,0657 23:25:53,735.66,,1
725308264,00658M00:07:15.935,0657 23:25:54,735.64,,1
