SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
725339870,00658M08:39:56.537,0658 07:58:41,753.56,,1
725339871,00658M08:39:57.510,0658 07:58:42,753.58,,1
725339872,00658M08:39:58.483,0658 07:58:43,753.56,,1
725339873,00658M08:39:59.457,0658 07:58:44,753.58,,1
725339874,00658M08:40:00.430,0658 07:58:45,753.54,,1
725339875,00658M08:40:01.403,0658 07:58:46,753.60,,1
725339876,00658M08:40:02.376,0658 07:58:47,753.56,,1
725339877,00658M08:40:03.350,0658 07:58:48,753.54,,1
725339878,00658M08:40:04.323,0658 07:58:49,753.53,,1
725339879,00658M08:40:05.296,0658 07:58:50,753.56,,1
725339880,00658M08:40:06.269,0658 07:58:51,753.56,,1
725339881,00658M08:40:07.243,0658 07:58:52,753.58,,1
725339882,00658M08:40:08.216,0658 07:58:53,753.55,,1
725339883,00658M08:40:09.189,0658 07:58:54,753.62,,1
725339884,00658M08:40:10.162,0658 07:58:55,753.58,,1
725339885,00658M08:40:11.136,0658 07:58:56,753.60,,1
725339886,00658M08:40:12.109,0658 07:58:57,753.58,,1
725339887,00658M08:40:13.082,0658 07:58:58,753.58,,1
725339888,00658M08:40:14.055,0658 07:58:59,753.60,,1
725339889,00658M08:40:15.029,0658 07:59:00,753.53,,1
725339890,00658M08:40:16.002,0658 07:59:01,753.56,,1
725339891,00658M08:40:16.975,0658 07:59:02,753.57,,1
725339892,00658M08:40:17.948,0658 07:59:03,753.56,,1
725339893,00658M08:40:18.922,0658 07:59:04,753.58,,1
725339894,00658M08:40:19.895,0658 07:59:05,753.55,,1
725339895,00658M08:40:20.868,0658 07:59:06,753.58,,1
725339896,00658M08:40:21.841,0658 07:59:07,753.53,,1
725339897,00658M08:40:22.815,0658 07:59:07,753.53,,1
725339898,00658M08:40:23.788,0658 07:59:08,753.51,,1
725339899,00658M08:40:24.761,0658 07:59:09,753.53,,1
725339900,00658M08:40:25.734,0658 07:59:10,753.51,,1
725339901,00658M08:40:26.708,0658 07:59:11,753.53,,1
725339902,00658M08:40:27.681,0658 07:59:12,753.55,,1
725339903,00658M08:40:28.654,0658 07:59:13,753.55,,1
725339904,00658M08:40:29.627,0658 07:59:14,753.55,,1
725339905,00658M08:40:30.601,0658 07:59:15,753.53,,1
725339906,00658M08:40:31.574,0658 07:59:16,753.53,,1
725339907,00658M08:40:32.547,0658 07:59:17,753.53,,1
725339908,00658M08:40:33.520,0658 07:59:18,753.55,,1
725339909,00658M08:40:34.494,0658 07:59:19,753.51,,1
725339910,00658M08:40:35.467,0658 07:59:20,753.55,,1
725339911,00658M08:40:36.440,0658 07:59:21,753.55,,1
725339912,00658M08:40:37.413,0658 07:59:22,753.51,,1
725339913,00658M08:40:38.387,0658 07:59:23,753.51,,1
725339914,00658M08:40:39.360,0658 07:59:24,753.51,,1
725339915,00658M08:40:40.333,0658 07:59:25,753.53,,1
725339916,00658M08:40:41.307,0658 07:59:26,753.51,,1
725339917,00658M08:40:42.280,0658 07:59:27,753.51,,1
725339918,00658M08:40:43.253,0658 07:59:28,753.51,,1
725339919,00658M08:40:44.226,0658 07:59:29,753.51,,1
725339920,00658M08:40:45.200,0658 07:59:30,753.57,,1
725339921,00658M08:40:46.173,0658 07:59:31,753.50,,1
725339922,00658M08:40:47.146,0658 07:59:32,753.48,,1
725339923,00658M08:40:48.119,0658 07:59:33,753.48,,1
725339924,00658M08:40:49.093,0658 07:59:34,753.48,,1
725339925,00658M08:40:50.066,0658 07:59:35,753.52,,1
725339926,00658M08:40:51.039,0658 07:59:36,753.53,,1
725339927,00658M08:40:52.012,0658 07:59:37,753.55,,1
725339928,00658M08:40:52.986,0658 07:59:38,753.50,,1
725339929,00658M08:40:53.959,0658 07:59:39,753.55,,1
725339930,00658M08:40:54.932,0658 07:59:40,753.50,,1
725339931,00658M08:40:55.905,0658 07:59:41,753.52,,1
725339932,00658M08:40:56.879,0658 07:59:42,753.48,,1
725339933,00658M08:40:57.852,0658 07:59:43,753.46,,1
725339934,00658M08:40:58.825,0658 07:59:43,753.50,,1
725339935,00658M08:40:59.798,0658 07:59:44,753.48,,1
725339936,00658M08:41:00.772,0658 07:59:45,753.44,,1
725339937,00658M08:41:01.745,0658 07:59:46,753.50,,1
725339938,00658M08:41:02.718,0658 07:59:47,753.50,,1
725339939,00658M08:41:03.691,0658 07:59:48,753.50,,1
725339940,00658M08:41:04.665,0658 07:59:49,753.48,,1
725339941,00658M08:41:05.638,0658 07:59:50,753.52,,1
725339942,00658M08:41:06.611,0658 07:59:51,753.48,,1
725339943,00658M08:41:07.584,0658 07:59:52,753.48,,1
725339944,00658M08:41:08.558,0658 07:59:53,753.46,,1
725339945,00658M08:41:09.531,0658 07:59:54,753.46,,1
725339946,00658M08:41:10.504,0658 07:59:55,753.48,,1
725339947,00658M08:41:11.477,0658 07:59:56,753.50,,1
725339948,00658M08:41:12.451,0658 07:59:57,753.43,,1
725339949,00658M08:41:13.424,0658 07:59:58,753.50,,1
725339950,00658M08:41:14.397,0658 07:59:59,753.44,,1
725339951,00658M08:41:15.370,0658 08:00:00,753.50,,1
725339952,00658M08:41:16.344,0658 08:00:01,753.43,,1
725339953,00658M08:41:17.317,0658 08:00:02,753.45,,1
725339954,00658M08:41:18.290,0658 08:00:03,753.45,,1
725339955,00658M08:41:19.263,0658 08:00:04,753.48,,1
725339956,00658M08:41:20.237,0658 08:00:05,753.48,,1
725339957,00658M08:41:21.210,0658 08:00:06,753.50,,1
725339958,00658M08:41:22.183,0658 08:00:07,753.41,,1
725339959,00658M08:41:23.156,0658 08:00:08,753.45,,1
725339960,00658M08:41:24.130,0658 08:00:09,753.45,,1
725339961,00658M08:41:25.103,0658 08:00:10,753.45,,1
725339962,00658M08:41:26.076,0658 08:00:11,753.45,,1
725339963,00658M08:41:27.049,0658 08:00:12,753.48,,1
725339964,00658M08:41:28.023,0658 08:00:13,753.45,,1
725339965,00658M08:41:28.996,0658 08:00:14,753.47,,1
725339966,00658M08:41:29.969,0658 08:00:15,753.43,,1
725339967,00658M08:41:30.942,0658 08:00:16,753.41,,1
725339968,00658M08:41:31.916,0658 08:00:17,753.39,,1
725339969,00658M08:41:32.889,0658 08:00:18,753.43,,1
725339970,00658M08:41:33.862,0658 08:00:19,753.41,,1
725339971,00658M08:41:34.835,0658 08:00:20,753.43,,1
725339972,00658M08:41:35.809,0658 08:00:20,753.43,,1
725339973,00658M08:41:36.782,0658 08:00:21,753.43,,1
725339974,00658M08:41:37.755,0658 08:00:22,753.41,,1
725339975,00658M08:41:38.728,0658 08:00:23,753.41,,1
725339976,00658M08:41:39.702,0658 08:00:24,753.43,,1
725339977,00658M08:41:40.675,0658 08:00:25,753.39,,1
725339978,00658M08:41:41.648,0658 08:00:26,753.41,,1
725339979,00658M08:41:42.621,0658 08:00:27,753.41,,1
725339980,00658M08:41:43.595,0658 08:00:28,753.43,,1
725339981,00658M08:41:44.568,0658 08:00:29,753.41,,1
725339982,00658M08:41:45.541,0658 08:00:30,753.41,,1
725339983,00658M08:41:46.514,0658 08:00:31,753.38,,1
725339984,00658M08:41:47.488,0658 08:00:32,753.43,,1
725339985,00658M08:41:48.461,0658 08:00:33,753.45,,1
725339986,00658M08:41:49.434,0658 08:00:34,753.40,,1
725339987,00658M08:41:50.407,0658 08:00:35,753.45,,1
725339988,00658M08:41:51.381,0658 08:00:36,753.42,,1
725339989,00658M08:41:52.354,0658 08:00:37,753.39,,1
725339990,00658M08:41:53.327,0658 08:00:38,753.40,,1
725339991,00658M08:41:54.300,0658 08:00:39,753.34,,1
725339992,00658M08:41:55.274,0658 08:00:40,753.40,,1
725339993,00658M08:41:56.247,0658 08:00:41,753.43,,1
725339994,00658M08:41:57.220,0658 08:00:42,753.36,,1
725339995,00658M08:41:58.193,0658 08:00:43,753.38,,1
725339996,00658M08:41:59.167,0658 08:00:44,753.40,,1
725339997,00658M08:42:00.140,0658 08:00:45,753.34,,1
725339998,00658M08:42:01.113,0658 08:00:46,753.36,,1
725339999,00658M08:42:02.086,0658 08:00:47,753.38,,1
725340000,00658M08:42:03.060,0658 08:00:48,753.40,,1
725340001,00658M08:42:04.033,0658 08:00:49,753.40,,1
725340002,00658M08:42:05.006,0658 08:00:50,753.36,,1
725340003,00658M08:42:05.979,0658 08:00:51,753.38,,1
725340004,00658M08:42:06.953,0658 08:00:52,753.38,,1
725340005,00658M08:42:07.926,0658 08:00:53,753.34,,1
725340006,00658M08:42:08.899,0658 08:00:54,753.36,,1
725340007,00658M08:42:09.872,0658 08:00:55,753.38,,1
725340008,00658M08:42:10.846,0658 08:00:56,753.40,,1
725340009,00658M08:42:11.819,0658 08:00:57,753.35,,1
725340010,00658M08:42:12.792,0658 08:00:57,753.38,,1
725340011,00658M08:42:13.765,0658 08:00:58,753.40,,1
725340012,00658M08:42:14.739,0658 08:00:59,753.34,,1
725340013,00658M08:42:15.712,0658 08:01:00,753.33,,1
725340014,00658M08:42:16.685,0658 08:01:01,753.34,,1
725340015,00658M08:42:17.658,0658 08:01:02,753.33,,1
725340016,00658M08:42:18.632,0658 08:01:03,753.36,,1
725340017,00658M08:42:19.605,0658 08:01:04,753.27,,1
725340018,00658M08:42:20.578,0658 08:01:05,753.38,,1
725340019,00658M08:42:21.551,0658 08:01:06,753.33,,1
725340020,00658M08:42:22.525,0658 08:01:07,753.35,,1
725340021,00658M08:42:23.498,0658 08:01:08,753.37,,1
725340022,00658M08:42:24.471,0658 08:01:09,753.33,,1
725340023,00658M08:42:25.444,0658 08:01:10,753.37,,1
725340024,00658M08:42:26.418,0658 08:01:11,753.33,,1
725340025,00658M08:42:27.391,0658 08:01:12,753.35,,1
725340026,00658M08:42:28.364,0658 08:01:13,753.33,,1
725340027,00658M08:42:29.337,0658 08:01:14,753.35,,1
725340028,00658M08:42:30.311,0658 08:01:15,753.33,,1
725340029,00658M08:42:31.284,0658 08:01:16,753.31,,1
725340030,00658M08:42:32.257,0658 08:01:17,753.31,,1
725340031,00658M08:42:33.230,0658 08:01:18,753.35,,1
725340032,00658M08:42:34.204,0658 08:01:19,753.38,,1
725340033,00658M08:42:35.177,0658 08:01:20,753.26,,1
725340034,00658M08:42:36.150,0658 08:01:21,753.33,,1
725340035,00658M08:42:37.123,0658 08:01:22,753.31,,1
725340036,00658M08:42:38.097,0658 08:01:23,753.31,,1
725340037,00658M08:42:39.070,0658 08:01:24,753.33,,1
725340038,00658M08:42:40.043,0658 08:01:25,753.33,,1
725340039,00658M08:42:41.016,0658 08:01:26,753.33,,1
725340040,00658M08:42:41.990,0658 08:01:27,753.39,,1
725340041,00658M08:42:42.963,0658 08:01:28,753.31,,1
725340042,00658M08:42:43.936,0658 08:01:29,753.33,,1
725340043,00658M08:42:44.910,0658 08:01:30,753.29,,1
725340044,00658M08:42:45.883,0658 08:01:31,753.28,,1
725340045,00658M08:42:46.856,0658 08:01:32,753.29,,1
725340046,00658M08:42:47.829,0658 08:01:33,753.33,,1
725340047,00658M08:42:48.803,0658 08:01:33,753.33,,1
725340048,00658M08:42:49.776,0658 08:01:34,753.31,,1
725340049,00658M08:42:50.749,0658 08:01:35,753.33,,1
725340050,00658M08:42:51.722,0658 08:01:36,753.26,,1
725340051,00658M08:42:52.696,0658 08:01:37,753.33,,1
725340052,00658M08:42:53.669,0658 08:01:38,753.26,,1
725340053,00658M08:42:54.642,0658 08:01:39,753.24,,1
725340054,00658M08:42:55.615,0658 08:01:40,753.28,,1
725340055,00658M08:42:56.589,0658 08:01:41,753.24,,1
725340056,00658M08:42:57.562,0658 08:01:42,753.30,,1
725340057,00658M08:42:58.535,0658 08:01:43,753.24,,1
725340058,00658M08:42:59.508,0658 08:01:44,753.26,,1
725340059,00658M08:43:00.482,0658 08:01:45,753.24,,1
725340060,00658M08:43:01.455,0658 08:01:46,753.26,,1
725340061,00658M08:43:02.428,0658 08:01:47,753.22,,1
725340062,00658M08:43:03.401,0658 08:01:48,753.25,,1
725340063,00658M08:43:04.375,0658 08:01:49,753.24,,1
725340064,00658M08:43:05.348,0658 08:01:50,753.21,,1
725340065,00658M08:43:06.321,0658 08:01:51,753.26,,1
725340066,00658M08:43:07.294,0658 08:01:52,753.26,,1
725340067,00658M08:43:08.268,0658 08:01:53,753.19,,1
725340068,00658M08:43:09.241,0658 08:01:54,753.21,,1
725340069,00658M08:43:10.214,0658 08:01:55,753.23,,1
725340070,00658M08:43:11.187,0658 08:01:56,753.25,,1
725340071,00658M08:43:12.161,0658 08:01:57,753.19,,1
725340072,00658M08:43:13.134,0658 08:01:58,753.17,,1
725340073,00658M08:43:14.107,0658 08:01:59,753.26,,1
725340074,00658M08:43:15.080,0658 08:02:00,753.17,,1
725340075,00658M08:43:16.054,0658 08:02:01,753.26,,1
725340076,00658M08:43:17.027,0658 08:02:02,753.22,,1
725340077,00658M08:43:18.000,0658 08:02:03,753.19,,1
725340078,00658M08:43:18.973,0658 08:02:04,753.19,,1
725340079,00658M08:43:19.947,0658 08:02:05,753.24,,1
725340080,00658M08:43:20.920,0658 08:02:06,753.19,,1
725340081,00658M08:43:21.893,0658 08:02:07,753.19,,1
725340082,00658M08:43:22.866,0658 08:02:08,753.15,,1
725340083,00658M08:43:23.840,0658 08:02:09,753.23,,1
725340084,00658M08:43:24.813,0658 08:02:10,753.19,,1
725340085,00658M08:43:25.786,0658 08:02:10,753.15,,1
725340086,00658M08:43:26.759,0658 08:02:11,753.19,,1
725340087,00658M08:43:27.733,0658 08:02:12,753.14,,1
725340088,00658M08:43:28.706,0658 08:02:13,753.19,,1
725340089,00658M08:43:29.679,0658 08:02:14,753.19,,1
725340090,00658M08:43:30.652,0658 08:02:15,753.15,,1
725340091,00658M08:43:31.626,0658 08:02:16,753.19,,1
725340092,00658M08:43:32.599,0658 08:02:17,753.21,,1
725340093,00658M08:43:33.572,0658 08:02:18,753.15,,1
725340094,00658M08:43:34.545,0658 08:02:19,753.17,,1
725340095,00658M08:43:35.519,0658 08:02:20,753.17,,1
725340096,00658M08:43:36.492,0658 08:02:21,753.16,,1
725340097,00658M08:43:37.465,0658 08:02:22,753.19,,1
725340098,00658M08:43:38.438,0658 08:02:23,753.14,,1
725340099,00658M08:43:39.412,0658 08:02:24,753.14,,1
725340100,00658M08:43:40.385,0658 08:02:25,753.17,,1
725340101,00658M08:43:41.358,0658 08:02:26,753.06,,1
725340102,00658M08:43:42.331,0658 08:02:27,753.14,,1
725340103,00658M08:43:43.305,0658 08:02:28,753.16,,1
725340104,00658M08:43:44.278,0658 08:02:29,753.10,,1
725340105,00658M08:43:45.251,0658 08:02:30,753.17,,1
725340106,00658M08:43:46.224,0658 08:02:31,753.10,,1
725340107,00658M08:43:47.198,0658 08:02:32,753.12,,1
725340108,00658M08:43:48.171,0658 08:02:33,753.14,,1
725340109,00658M08:43:49.144,0658 08:02:34,753.10,,1
725340110,00658M08:43:50.117,0658 08:02:35,753.12,,1
725340111,00658M08:43:51.091,0658 08:02:36,753.14,,1
725340112,00658M08:43:52.064,0658 08:02:37,753.12,,1
725340113,00658M08:43:53.037,0658 08:02:38,753.12,,1
725340114,00658M08:43:54.010,0658 08:02:39,753.12,,1
725340115,00658M08:43:54.984,0658 08:02:40,753.12,,1
725340116,00658M08:43:55.957,0658 08:02:41,753.07,,1
725340117,00658M08:43:56.930,0658 08:02:42,753.12,,1
725340118,00658M08:43:57.903,0658 08:02:43,753.10,,1
725340119,00658M08:43:58.877,0658 08:02:44,753.10,,1
725340120,00658M08:43:59.850,0658 08:02:45,753.12,,1
725340121,00658M08:44:00.823,0658 08:02:46,753.12,,1
725340122,00658M08:44:01.796,0658 08:02:47,753.10,,1
725340123,00658M08:44:02.770,0658 08:02:47,753.07,,1
725340124,00658M08:44:03.743,0658 08:02:48,753.12,,1
725340125,00658M08:44:04.716,0658 08:02:49,753.08,,1
725340126,00658M08:44:05.689,0658 08:02:50,753.16,,1
725340127,00658M08:44:06.663,0658 08:02:51,753.14,,1
725340128,00658M08:44:07.636,0658 08:02:52,753.12,,1
725340129,00658M08:44:08.609,0658 08:02:53,753.14,,1
725340130,00658M08:44:09.582,0658 08:02:54,753.12,,1
725340131,00658M08:44:10.556,0658 08:02:55,753.12,,1
725340132,00658M08:44:11.529,0658 08:02:56,753.12,,1
725340133,00658M08:44:12.502,0658 08:02:57,753.07,,1
725340134,00658M08:44:13.475,0658 08:02:58,753.14,,1
725340135,00658M08:44:14.449,0658 08:02:59,753.12,,1
725340136,00658M08:44:15.422,0658 08:03:00,753.16,,1
725340137,00658M08:44:16.395,0658 08:03:01,753.07,,1
725340138,00658M08:44:17.368,0658 08:03:02,753.12,,1
725340139,00658M08:44:18.342,0658 08:03:03,753.14,,1
725340140,00658M08:44:19.315,0658 08:03:04,753.18,,1
725340141,00658M08:44:20.288,0658 08:03:05,753.09,,1
725340142,00658M08:44:21.261,0658 08:03:06,753.14,,1
725340143,00658M08:44:22.235,0658 08:03:07,753.12,,1
725340144,00658M08:44:23.208,0658 08:03:08,753.10,,1
725340145,00658M08:44:24.181,0658 08:03:09,753.10,,1
725340146,00658M08:44:25.154,0658 08:03:10,753.16,,1
725340147,00658M08:44:26.128,0658 08:03:11,753.14,,1
725340148,00658M08:44:27.101,0658 08:03:12,753.16,,1
725340149,00658M08:44:28.074,0658 08:03:13,753.14,,1
725340150,00658M08:44:29.047,0658 08:03:14,753.12,,1
725340151,00658M08:44:30.021,0658 08:03:15,753.11,,1
725340152,00658M08:44:30.994,0658 08:03:16,753.16,,1
725340153,00658M08:44:31.967,0658 08:03:17,753.16,,1
725340154,00658M08:44:32.940,0658 08:03:18,753.14,,1
725340155,00658M08:44:33.914,0658 08:03:19,753.10,,1
725340156,00658M08:44:34.887,0658 08:03:20,753.09,,1
725340157,00658M08:44:35.860,0658 08:03:21,753.12,,1
725340158,00658M08:44:36.833,0658 08:03:22,753.12,,1
725340159,00658M08:44:37.807,0658 08:03:23,753.14,,1
725340160,00658M08:44:38.780,0658 08:03:23,753.14,,1
725340161,00658M08:44:39.753,0658 08:03:24,753.09,,1
725340162,00658M08:44:40.726,0658 08:03:25,753.09,,1
725340163,00658M08:44:41.700,0658 08:03:26,753.16,,1
725340164,00658M08:44:42.673,0658 08:03:27,753.14,,1
725340165,00658M08:44:43.646,0658 08:03:28,753.14,,1
725340166,00658M08:44:44.619,0658 08:03:29,753.09,,1
725340167,00658M08:44:45.593,0658 08:03:30,753.14,,1
725340168,00658M08:44:46.566,0658 08:03:31,753.12,,1
725340169,00658M08:44:47.539,0658 08:03:32,753.14,,1
725340170,00658M08:44:48.513,0658 08:03:33,753.14,,1
725340171,00658M08:44:49.486,0658 08:03:34,753.16,,1
725340172,00658M08:44:50.459,0658 08:03:35,753.13,,1
725340173,00658M08:44:51.432,0658 08:03:36,753.11,,1
725340174,00658M08:44:52.406,0658 08:03:37,753.12,,1
725340175,00658M08:44:53.379,0658 08:03:38,753.14,,1
725340176,00658M08:44:54.352,0658 08:03:39,753.09,,1
725340177,00658M08:44:55.325,0658 08:03:40,753.09,,1
725340178,00658M08:44:56.299,0658 08:03:41,753.12,,1
725340179,00658M08:44:57.272,0658 08:03:42,753.14,,1
725340180,00658M08:44:58.245,0658 08:03:43,753.14,,1
725340181,00658M08:44:59.218,0658 08:03:44,753.11,,1
725340182,00658M08:45:00.192,0658 08:03:45,753.13,,1
725340183,00658M08:45:01.165,0658 08:03:46,753.11,,1
725340184,00658M08:45:02.138,0658 08:03:47,753.14,,1
725340185,00658M08:45:03.111,0658 08:03:48,753.11,,1
725340186,00658M08:45:04.085,0658 08:03:49,753.13,,1
725340187,00658M08:45:05.058,0658 08:03:50,753.12,,1
725340188,00658M08:45:06.031,0658 08:03:51,753.18,,1
725340189,00658M08:45:07.004,0658 08:03:52,753.18,,1
725340190,00658M08:45:07.978,0658 08:03:53,753.13,,1
725340191,00658M08:45:08.951,0658 08:03:54,753.09,,1
725340192,00658M08:45:09.924,0658 08:03:55,753.12,,1
725340193,00658M08:45:10.897,0658 08:03:56,753.16,,1
725340194,00658M08:45:11.871,0658 08:03:57,753.13,,1
725340195,00658M08:45:12.844,0658 08:03:58,753.12,,1
725340196,00658M08:45:13.817,0658 08:03:59,753.18,,1
725340197,00658M08:45:14.790,0658 08:04:00,753.11,,1
725340198,00658M08:45:15.764,0658 08:04:00,753.14,,1
725340199,00658M08:45:16.737,0658 08:04:01,753.11,,1
725340200,00658M08:45:17.710,0658 08:04:02,753.14,,1
725340201,00658M08:45:18.683,0658 08:04:03,753.11,,1
725340202,00658M08:45:19.657,0658 08:04:04,753.13,,1
725340203,00658M08:45:20.630,0658 08:04:05,753.11,,1
725340204,00658M08:45:21.603,0658 08:04:06,753.11,,1
725340205,00658M08:45:22.576,0658 08:04:07,753.16,,1
725340206,00658M08:45:23.550,0658 08:04:08,753.16,,1
725340207,00658M08:45:24.523,0658 08:04:09,753.16,,1
725340208,00658M08:45:25.496,0658 08:04:10,753.13,,1
725340209,00658M08:45:26.469,0658 08:04:11,753.13,,1
725340210,00658M08:45:27.443,0658 08:04:12,753.11,,1
725340211,00658M08:45:28.416,0658 08:04:13,753.09,,1
725340212,00658M08:45:29.389,0658 08:04:14,753.09,,1
725340213,00658M08:45:30.362,0658 08:04:15,753.09,,1
725340214,00658M08:45:31.336,0658 08:04:16,753.14,,1
725340215,00658M08:45:32.309,0658 08:04:17,753.11,,1
725340216,00658M08:45:33.282,0658 08:04:18,753.13,,1
725340217,00658M08:45:34.255,0658 08:04:19,753.11,,1
725340218,00658M08:45:35.229,0658 08:04:20,753.11,,1
725340219,00658M08:45:36.202,0658 08:04:21,753.07,,1
725340220,00658M08:45:37.175,0658 08:04:22,753.07,,1
725340221,00658M08:45:38.148,0658 08:04:23,753.11,,1
725340222,00658M08:45:39.122,0658 08:04:24,753.11,,1
725340223,00658M08:45:40.095,0658 08:04:25,753.07,,1
725340224,00658M08:45:41.068,0658 08:04:26,753.11,,1
725340225,00658M08:45:42.041,0658 08:04:27,753.11,,1
725340226,00658M08:45:43.015,0658 08:04:28,753.09,,1
725340227,00658M08:45:43.988,0658 08:04:29,753.16,,1
725340228,00658M08:45:44.961,0658 08:04:30,753.07,,1
725340229,00658M08:45:45.934,0658 08:04:31,753.09,,1
725340230,00658M08:45:46.908,0658 08:04:32,753.09,,1
725340231,00658M08:45:47.881,0658 08:04:33,753.11,,1
725340232,00658M08:45:48.854,0658 08:04:34,753.07,,1
725340233,00658M08:45:49.827,0658 08:04:35,753.09,,1
725340234,00658M08:45:50.801,0658 08:04:36,753.08,,1
725340235,00658M08:45:51.774,0658 08:04:37,753.15,,1
725340236,00658M08:45:52.747,0658 08:04:37,753.11,,1
725340237,00658M08:45:53.720,0658 08:04:38,753.13,,1
725340238,00658M08:45:54.694,0658 08:04:39,753.07,,1
725340239,00658M08:45:55.667,0658 08:04:40,753.11,,1
725340240,00658M08:45:56.640,0658 08:04:41,753.07,,1
725340241,00658M08:45:57.613,0658 08:04:42,753.09,,1
725340242,00658M08:45:58.587,0658 08:04:43,753.13,,1
725340243,00658M08:45:59.560,0658 08:04:44,753.09,,1
725340244,00658M08:46:00.533,0658 08:04:45,753.11,,1
725340245,00658M08:46:01.506,0658 08:04:46,753.04,,1
725340246,00658M08:46:02.480,0658 08:04:47,753.06,,1
725340247,00658M08:46:03.453,0658 08:04:48,753.09,,1
725340248,00658M08:46:04.426,0658 08:04:49,753.11,,1
725340249,00658M08:46:05.399,0658 08:04:50,753.11,,1
725340250,00658M08:46:06.373,0658 08:04:51,753.06,,1
725340251,00658M08:46:07.346,0658 08:04:52,753.13,,1
725340252,00658M08:46:08.319,0658 08:04:53,753.13,,1
725340253,00658M08:46:09.292,0658 08:04:54,753.08,,1
725340254,00658M08:46:10.266,0658 08:04:55,753.13,,1
725340255,00658M08:46:11.239,0658 08:04:56,753.08,,1
725340256,00658M08:46:12.212,0658 08:04:57,753.15,,1
725340257,00658M08:46:13.185,0658 08:04:58,753.15,,1
725340258,00658M08:46:14.159,0658 08:04:59,753.09,,1
725340259,00658M08:46:15.132,0658 08:05:00,753.13,,1
725340260,00658M08:46:16.105,0658 08:05:01,753.09,,1
725340261,00658M08:46:17.078,0658 08:05:02,753.13,,1
725340262,00658M08:46:18.052,0658 08:05:03,753.11,,1
725340263,00658M08:46:19.025,0658 08:05:04,753.09,,1
725340264,00658M08:46:19.998,0658 08:05:05,753.09,,1
725340265,00658M08:46:20.971,0658 08:05:06,753.11,,1
725340266,00658M08:46:21.945,0658 08:05:07,753.09,,1
725340267,00658M08:46:22.918,0658 08:05:08,753.13,,1
725340268,00658M08:46:23.891,0658 08:05:09,753.09,,1
725340269,00658M08:46:24.864,0658 08:05:10,753.11,,1
725340270,00658M08:46:25.838,0658 08:05:11,753.15,,1
725340271,00658M08:46:26.811,0658 08:05:12,753.13,,1
725340272,00658M08:46:27.784,0658 08:05:13,753.06,,1
725340273,00658M08:46:28.757,0658 08:05:13,753.13,,1
725340274,00658M08:46:29.731,0658 08:05:14,753.11,,1
725340275,00658M08:46:30.704,0658 08:05:15,753.11,,1
725340276,00658M08:46:31.677,0658 08:05:16,753.15,,1
725340277,00658M08:46:32.650,0658 08:05:17,753.06,,1
725340278,00658M08:46:33.624,0658 08:05:18,753.13,,1
725340279,00658M08:46:34.597,0658 08:05:19,753.13,,1
725340280,00658M08:46:35.570,0658 08:05:20,753.13,,1
725340281,00658M08:46:36.543,0658 08:05:21,753.13,,1
725340282,00658M08:46:37.517,0658 08:05:22,753.13,,1
725340283,00658M08:46:38.490,0658 08:05:23,753.13,,1
725340284,00658M08:46:39.463,0658 08:05:24,753.11,,1
725340285,00658M08:46:40.436,0658 08:05:25,753.11,,1
725340286,00658M08:46:41.410,0658 08:05:26,753.11,,1
725340287,00658M08:46:42.383,0658 08:05:27,753.13,,1
725340288,00658M08:46:43.356,0658 08:05:28,753.11,,1
725340289,00658M08:46:44.329,0658 08:05:29,753.11,,1
725340290,00658M08:46:45.303,0658 08:05:30,753.13,,1
725340291,00658M08:46:46.276,0658 08:05:31,753.11,,1
725340292,00658M08:46:47.249,0658 08:05:32,753.09,,1
725340293,00658M08:46:48.222,0658 08:05:33,753.13,,1
725340294,00658M08:46:49.196,0658 08:05:34,753.09,,1
725340295,00658M08:46:50.169,0658 08:05:35,753.13,,1
725340296,00658M08:46:51.142,0658 08:05:36,753.15,,1
725340297,00658M08:46:52.116,0658 08:05:37,753.11,,1
725340298,00658M08:46:53.089,0658 08:05:38,753.09,,1
725340299,00658M08:46:54.062,0658 08:05:39,753.11,,1
725340300,00658M08:46:55.035,0658 08:05:40,753.17,,1
725340301,00658M08:46:56.009,0658 08:05:41,753.09,,1
725340302,00658M08:46:56.982,0658 08:05:42,753.13,,1
725340303,00658M08:46:57.955,0658 08:05:43,753.17,,1
725340304,00658M08:46:58.928,0658 08:05:44,753.15,,1
725340305,00658M08:46:59.902,0658 08:05:45,753.15,,1
725340306,00658M08:47:00.875,0658 08:05:46,753.15,,1
725340307,00658M08:47:01.848,0658 08:05:47,753.19,,1
725340308,00658M08:47:02.821,0658 08:05:48,753.13,,1
725340309,00658M08:47:03.795,0658 08:05:49,753.13,,1
725340310,00658M08:47:04.768,0658 08:05:50,753.20,,1
725340311,00658M08:47:05.741,0658 08:05:50,753.13,,1
725340312,00658M08:47:06.714,0658 08:05:51,753.15,,1
725340313,00658M08:47:07.688,0658 08:05:52,753.09,,1
725340314,00658M08:47:08.661,0658 08:05:53,753.18,,1
725340315,00658M08:47:09.634,0658 08:05:54,753.17,,1
725340316,00658M08:47:10.607,0658 08:05:55,753.11,,1
725340317,00658M08:47:11.581,0658 08:05:56,753.13,,1
725340318,00658M08:47:12.554,0658 08:05:57,753.19,,1
725340319,00658M08:47:13.527,0658 08:05:58,753.17,,1
