SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
683075072,00182M06:28:18.630,0182 06:43:07,724.05,,1
683075073,00182M06:28:19.603,0182 06:43:08,724.07,,1
683075074,00182M06:28:20.576,0182 06:43:09,724.03,,1
683075075,00182M06:28:21.550,0182 06:43:10,724.05,,1
683075076,00182M06:28:22.523,0182 06:43:11,724.07,,1
683075077,00182M06:28:23.496,0182 06:43:12,724.07,,1
683075078,00182M06:28:24.469,0182 06:43:13,724.00,,1
683075079,00182M06:28:25.443,0182 06:43:13,724.09,,1
683075080,00182M06:28:26.416,0182 06:43:14,724.00,,1
683075081,00182M06:28:27.389,0182 06:43:15,724.07,,1
683075082,00182M06:28:28.362,0182 06:43:16,724.09,,1
683075083,00182M06:28:29.336,0182 06:43:17,724.07,,1
683075084,00182M06:28:30.309,0182 06:43:18,724.04,,1
683075085,00182M06:28:31.282,0182 06:43:19,724.07,,1
683075086,00182M06:28:32.255,0182 06:43:20,724.07,,1
683075087,00182M06:28:33.229,0182 06:43:21,724.09,,1
683075088,00182M06:28:34.202,0182 06:43:22,724.09,,1
683075089,00182M06:28:35.175,0182 06:43:23,724.04,,1
683075090,00182M06:28:36.148,0182 06:43:24,724.09,,1
683075091,00182M06:28:37.122,0182 06:43:25,724.09,,1
683075092,00182M06:28:38.095,0182 06:43:26,724.04,,1
683075093,00182M06:28:39.068,0182 06:43:27,724.04,,1
683075094,00182M06:28:40.041,0182 06:43:28,724.02,,1
683075095,00182M06:28:41.015,0182 06:43:29,724.08,,1
683075096,00182M06:28:41.988,0182 06:43:30,724.10,,1
683075097,00182M06:28:42.961,0182 06:43:31,724.02,,1
683075098,00182M06:28:43.934,0182 06:43:32,724.06,,1
683075099,00182M06:28:44.908,0182 06:43:33,724.04,,1
683075100,00182M06:28:45.881,0182 06:43:34,724.06,,1
683075101,00182M06:28:46.854,0182 06:43:35,724.04,,1
683075102,00182M06:28:47.827,0182 06:43:36,724.08,,1
683075103,00182M06:28:48.801,0182 06:43:37,724.06,,1
683075104,00182M06:28:49.774,0182 06:43:38,724.08,,1
683075105,00182M06:28:50.747,0182 06:43:39,724.06,,1
683075106,00182M06:28:51.720,0182 06:43:40,724.12,,1
683075107,00182M06:28:52.694,0182 06:43:41,724.06,,1
683075108,00182M06:28:53.667,0182 06:43:42,724.03,,1
683075109,00182M06:28:54.640,0182 06:43:43,724.10,,1
683075110,00182M06:28:55.613,0182 06:43:44,724.10,,1
683075111,00182M06:28:56.587,0182 06:43:45,724.01,,1
683075112,00182M06:28:57.560,0182 06:43:46,724.05,,1
683075113,00182M06:28:58.533,0182 06:43:47,724.05,,1
683075114,00182M06:28:59.506,0182 06:43:48,724.03,,1
683075115,00182M06:29:00.480,0182 06:43:49,724.10,,1
683075116,00182M06:29:01.453,0182 06:43:49,724.10,,1
683075117,00182M06:29:02.426,0182 06:43:50,724.06,,1
683075118,00182M06:29:03.399,0182 06:43:51,724.07,,1
683075119,00182M06:29:04.373,0182 06:43:52,724.07,,1
683075120,00182M06:29:05.346,0182 06:43:53,724.03,,1
683075121,00182M06:29:06.319,0182 06:43:54,724.10,,1
683075122,00182M06:29:07.292,0182 06:43:55,724.12,,1
683075123,00182M06:29:08.266,0182 06:43:56,724.05,,1
683075124,00182M06:29:09.239,0182 06:43:57,724.03,,1
683075125,00182M06:29:10.212,0182 06:43:58,724.07,,1
683075126,00182M06:29:11.185,0182 06:43:59,724.03,,1
683075127,00182M06:29:12.159,0182 06:44:00,724.05,,1
683075128,00182M06:29:13.132,0182 06:44:01,724.02,,1
683075129,00182M06:29:14.105,0182 06:44:02,724.07,,1
683075130,00182M06:29:15.078,0182 06:44:03,724.02,,1
683075131,00182M06:29:16.052,0182 06:44:04,724.05,,1
683075132,00182M06:29:17.025,0182 06:44:05,724.02,,1
683075133,00182M06:29:17.998,0182 06:44:06,724.04,,1
683075134,00182M06:29:18.971,0182 06:44:07,724.00,,1
683075135,00182M06:29:19.945,0182 06:44:08,724.02,,1
683075136,00182M06:29:20.918,0182 06:44:09,724.02,,1
683075137,00182M06:29:21.891,0182 06:44:10,724.04,,1
683075138,00182M06:29:22.864,0182 06:44:11,724.06,,1
683075139,00182M06:29:23.838,0182 06:44:12,724.04,,1
683075140,00182M06:29:24.811,0182 06:44:13,724.04,,1
683075141,00182M06:29:25.784,0182 06:44:14,724.08,,1
683075142,00182M06:29:26.757,0182 06:44:15,724.02,,1
683075143,00182M06:29:27.731,0182 06:44:16,724.06,,1
683075144,00182M06:29:28.704,0182 06:44:17,724.04,,1
683075145,00182M06:29:29.677,0182 06:44:18,724.06,,1
683075146,00182M06:29:30.650,0182 06:44:19,724.08,,1
683075147,00182M06:29:31.624,0182 06:44:20,724.08,,1
683075148,00182M06:29:32.597,0182 06:44:21,724.04,,1
683075149,00182M06:29:33.570,0182 06:44:22,724.06,,1
683075150,00182M06:29:34.543,0182 06:44:23,724.08,,1
683075151,00182M06:29:35.517,0182 06:44:24,724.08,,1
683075152,00182M06:29:36.490,0182 06:44:25,724.03,,1
683075153,00182M06:29:37.463,0182 06:44:26,724.10,,1
683075154,00182M06:29:38.436,0182 06:44:26,724.04,,1
683075155,00182M06:29:39.410,0182 06:44:27,724.10,,1
683075156,00182M06:29:40.383,0182 06:44:28,724.08,,1
683075157,00182M06:29:41.356,0182 06:44:29,723.99,,1
683075158,00182M06:29:42.330,0182 06:44:30,724.08,,1
683075159,00182M06:29:43.303,0182 06:44:31,724.06,,1
683075160,00182M06:29:44.276,0182 06:44:32,724.01,,1
683075161,00182M06:29:45.249,0182 06:44:33,724.08,,1
683075162,00182M06:29:46.223,0182 06:44:34,724.10,,1
683075163,00182M06:29:47.196,0182 06:44:35,724.05,,1
683075164,00182M06:29:48.169,0182 06:44:36,724.08,,1
683075165,00182M06:29:49.142,0182 06:44:37,724.10,,1
683075166,00182M06:29:50.116,0182 06:44:38,724.03,,1
683075167,00182M06:29:51.089,0182 06:44:39,724.03,,1
683075168,00182M06:29:52.062,0182 06:44:40,724.07,,1
683075169,00182M06:29:53.035,0182 06:44:41,724.07,,1
683075170,00182M06:29:54.009,0182 06:44:42,724.10,,1
683075171,00182M06:29:54.982,0182 06:44:43,724.05,,1
683075172,00182M06:29:55.955,0182 06:44:44,724.05,,1
683075173,00182M06:29:56.928,0182 06:44:45,724.03,,1
683075174,00182M06:29:57.902,0182 06:44:46,724.05,,1
683075175,00182M06:29:58.875,0182 06:44:47,724.05,,1
683075176,00182M06:29:59.848,0182 06:44:48,724.11,,1
683075177,00182M06:30:00.821,0182 06:44:49,724.11,,1
683075178,00182M06:30:01.795,0182 06:44:50,724.09,,1
683075179,00182M06:30:02.768,0182 06:44:51,724.07,,1
683075180,00182M06:30:03.741,0182 06:44:52,724.09,,1
683075181,00182M06:30:04.714,0182 06:44:53,724.09,,1
683075182,00182M06:30:05.688,0182 06:44:54,724.07,,1
683075183,00182M06:30:06.661,0182 06:44:55,724.07,,1
683075184,00182M06:30:07.634,0182 06:44:56,724.11,,1
683075185,00182M06:30:08.607,0182 06:44:57,724.09,,1
683075186,00182M06:30:09.581,0182 06:44:58,724.11,,1
683075187,00182M06:30:10.554,0182 06:44:59,724.04,,1
683075188,00182M06:30:11.527,0182 06:45:00,724.09,,1
683075189,00182M06:30:12.500,0182 06:45:01,724.06,,1
683075190,00182M06:30:13.474,0182 06:45:02,724.09,,1
683075191,00182M06:30:14.447,0182 06:45:02,724.09,,1
683075192,00182M06:30:15.420,0182 06:45:03,724.06,,1
683075193,00182M06:30:16.393,0182 06:45:04,724.06,,1
683075194,00182M06:30:17.367,0182 06:45:05,724.15,,1
683075195,00182M06:30:18.340,0182 06:45:06,724.06,,1
683075196,00182M06:30:19.313,0182 06:45:07,724.11,,1
683075197,00182M06:30:20.286,0182 06:45:08,724.11,,1
683075198,00182M06:30:21.260,0182 06:45:09,724.15,,1
683075199,00182M06:30:22.233,0182 06:45:10,724.02,,1
683075200,00182M06:30:23.206,0182 06:45:11,724.13,,1
683075201,00182M06:30:24.179,0182 06:45:12,724.12,,1
683075202,00182M06:30:25.153,0182 06:45:13,724.06,,1
683075203,00182M06:30:26.126,0182 06:45:14,724.10,,1
683075204,00182M06:30:27.099,0182 06:45:15,724.14,,1
683075205,00182M06:30:28.072,0182 06:45:16,724.06,,1
683075206,00182M06:30:29.046,0182 06:45:17,724.08,,1
683075207,00182M06:30:30.019,0182 06:45:18,724.10,,1
683075208,00182M06:30:30.992,0182 06:45:19,724.08,,1
683075209,00182M06:30:31.965,0182 06:45:20,724.14,,1
683075210,00182M06:30:32.939,0182 06:45:21,724.12,,1
683075211,00182M06:30:33.912,0182 06:45:22,724.10,,1
683075212,00182M06:30:34.885,0182 06:45:23,724.14,,1
683075213,00182M06:30:35.858,0182 06:45:24,724.12,,1
683075214,00182M06:30:36.832,0182 06:45:25,724.08,,1
683075215,00182M06:30:37.805,0182 06:45:26,724.07,,1
683075216,00182M06:30:38.778,0182 06:45:27,724.12,,1
683075217,00182M06:30:39.751,0182 06:45:28,724.12,,1
683075218,00182M06:30:40.725,0182 06:45:29,724.12,,1
683075219,00182M06:30:41.698,0182 06:45:30,724.14,,1
683075220,00182M06:30:42.671,0182 06:45:31,724.12,,1
683075221,00182M06:30:43.644,0182 06:45:32,724.14,,1
683075222,00182M06:30:44.618,0182 06:45:33,724.12,,1
683075223,00182M06:30:45.591,0182 06:45:34,724.09,,1
683075224,00182M06:30:46.564,0182 06:45:35,724.12,,1
683075225,00182M06:30:47.537,0182 06:45:36,724.12,,1
683075226,00182M06:30:48.511,0182 06:45:37,724.14,,1
683075227,00182M06:30:49.484,0182 06:45:38,724.16,,1
683075228,00182M06:30:50.457,0182 06:45:39,724.14,,1
683075229,00182M06:30:51.430,0182 06:45:39,724.16,,1
683075230,00182M06:30:52.404,0182 06:45:40,724.18,,1
683075231,00182M06:30:53.377,0182 06:45:41,724.14,,1
683075232,00182M06:30:54.350,0182 06:45:42,724.14,,1
683075233,00182M06:30:55.323,0182 06:45:43,724.18,,1
683075234,00182M06:30:56.297,0182 06:45:44,724.20,,1
683075235,00182M06:30:57.270,0182 06:45:45,724.09,,1
683075236,00182M06:30:58.243,0182 06:45:46,724.14,,1
683075237,00182M06:30:59.216,0182 06:45:47,724.20,,1
683075238,00182M06:31:00.190,0182 06:45:48,724.16,,1
683075239,00182M06:31:01.163,0182 06:45:49,724.15,,1
683075240,00182M06:31:02.136,0182 06:45:50,724.18,,1
683075241,00182M06:31:03.109,0182 06:45:51,724.18,,1
683075242,00182M06:31:04.083,0182 06:45:52,724.22,,1
683075243,00182M06:31:05.056,0182 06:45:53,724.13,,1
683075244,00182M06:31:06.029,0182 06:45:54,724.15,,1
683075245,00182M06:31:07.002,0182 06:45:55,724.15,,1
683075246,00182M06:31:07.976,0182 06:45:56,724.15,,1
683075247,00182M06:31:08.949,0182 06:45:57,724.17,,1
683075248,00182M06:31:09.922,0182 06:45:58,724.22,,1
683075249,00182M06:31:10.895,0182 06:45:59,724.15,,1
683075250,00182M06:31:11.869,0182 06:46:00,724.22,,1
683075251,00182M06:31:12.842,0182 06:46:01,724.15,,1
683075252,00182M06:31:13.815,0182 06:46:02,724.15,,1
683075253,00182M06:31:14.788,0182 06:46:03,724.20,,1
683075254,00182M06:31:15.762,0182 06:46:04,724.20,,1
683075255,00182M06:31:16.735,0182 06:46:05,724.17,,1
683075256,00182M06:31:17.708,0182 06:46:06,724.19,,1
683075257,00182M06:31:18.681,0182 06:46:07,724.19,,1
683075258,00182M06:31:19.655,0182 06:46:08,724.19,,1
683075259,00182M06:31:20.628,0182 06:46:09,724.17,,1
683075260,00182M06:31:21.601,0182 06:46:10,724.19,,1
683075261,00182M06:31:22.574,0182 06:46:11,724.19,,1
683075262,00182M06:31:23.548,0182 06:46:12,724.17,,1
683075263,00182M06:31:24.521,0182 06:46:13,724.24,,1
683075264,00182M06:31:25.494,0182 06:46:14,724.23,,1
683075265,00182M06:31:26.467,0182 06:46:15,724.17,,1
683075266,00182M06:31:27.441,0182 06:46:15,724.23,,1
683075267,00182M06:31:28.414,0182 06:46:16,724.23,,1
683075268,00182M06:31:29.387,0182 06:46:17,724.21,,1
683075269,00182M06:31:30.360,0182 06:46:18,724.19,,1
683075270,00182M06:31:31.334,0182 06:46:19,724.23,,1
683075271,00182M06:31:32.307,0182 06:46:20,724.19,,1
683075272,00182M06:31:33.280,0182 06:46:21,724.21,,1
683075273,00182M06:31:34.253,0182 06:46:22,724.23,,1
683075274,00182M06:31:35.227,0182 06:46:23,724.23,,1
683075275,00182M06:31:36.200,0182 06:46:24,724.21,,1
683075276,00182M06:31:37.173,0182 06:46:25,724.19,,1
683075277,00182M06:31:38.146,0182 06:46:26,724.23,,1
683075278,00182M06:31:39.120,0182 06:46:27,724.23,,1
683075279,00182M06:31:40.093,0182 06:46:28,724.21,,1
683075280,00182M06:31:41.066,0182 06:46:29,724.27,,1
683075281,00182M06:31:42.039,0182 06:46:30,724.29,,1
683075282,00182M06:31:43.013,0182 06:46:31,724.21,,1
683075283,00182M06:31:43.986,0182 06:46:32,724.18,,1
683075284,00182M06:31:44.959,0182 06:46:33,724.23,,1
683075285,00182M06:31:45.933,0182 06:46:34,724.21,,1
683075286,00182M06:31:46.906,0182 06:46:35,724.25,,1
683075287,00182M06:31:47.879,0182 06:46:36,724.20,,1
683075288,00182M06:31:48.852,0182 06:46:37,724.27,,1
683075289,00182M06:31:49.826,0182 06:46:38,724.23,,1
683075290,00182M06:31:50.799,0182 06:46:39,724.21,,1
683075291,00182M06:31:51.772,0182 06:46:40,724.27,,1
683075292,00182M06:31:52.745,0182 06:46:41,724.25,,1
683075293,00182M06:31:53.719,0182 06:46:42,724.23,,1
683075294,00182M06:31:54.692,0182 06:46:43,724.27,,1
683075295,00182M06:31:55.665,0182 06:46:44,724.31,,1
683075296,00182M06:31:56.638,0182 06:46:45,724.31,,1
683075297,00182M06:31:57.612,0182 06:46:46,724.27,,1
683075298,00182M06:31:58.585,0182 06:46:47,724.25,,1
683075299,00182M06:31:59.558,0182 06:46:48,724.24,,1
683075300,00182M06:32:00.531,0182 06:46:49,724.25,,1
683075301,00182M06:32:01.505,0182 06:46:50,724.26,,1
683075302,00182M06:32:02.478,0182 06:46:51,724.29,,1
683075303,00182M06:32:03.451,0182 06:46:52,724.27,,1
683075304,00182M06:32:04.424,0182 06:46:52,724.26,,1
683075305,00182M06:32:05.398,0182 06:46:53,724.29,,1
683075306,00182M06:32:06.371,0182 06:46:54,724.26,,1
683075307,00182M06:32:07.344,0182 06:46:55,724.26,,1
683075308,00182M06:32:08.317,0182 06:46:56,724.27,,1
683075309,00182M06:32:09.291,0182 06:46:57,724.27,,1
683075310,00182M06:32:10.264,0182 06:46:58,724.26,,1
683075311,00182M06:32:11.237,0182 06:46:59,724.25,,1
683075312,00182M06:32:12.210,0182 06:47:00,724.33,,1
683075313,00182M06:32:13.184,0182 06:47:01,724.29,,1
683075314,00182M06:32:14.157,0182 06:47:02,724.24,,1
683075315,00182M06:32:15.130,0182 06:47:03,724.31,,1
683075316,00182M06:32:16.103,0182 06:47:04,724.20,,1
683075317,00182M06:32:17.077,0182 06:47:05,724.30,,1
683075318,00182M06:32:18.050,0182 06:47:06,724.26,,1
683075319,00182M06:32:19.023,0182 06:47:07,724.30,,1
683075320,00182M06:32:19.996,0182 06:47:08,724.30,,1
683075321,00182M06:32:20.970,0182 06:47:09,724.28,,1
683075322,00182M06:32:21.943,0182 06:47:10,724.28,,1
683075323,00182M06:32:22.916,0182 06:47:11,724.29,,1
683075324,00182M06:32:23.889,0182 06:47:12,724.28,,1
683075325,00182M06:32:24.863,0182 06:47:13,724.30,,1
683075326,00182M06:32:25.836,0182 06:47:14,724.32,,1
683075327,00182M06:32:26.809,0182 06:47:15,724.32,,1
683075328,00182M06:32:27.782,0182 06:47:16,724.28,,1
683075329,00182M06:32:28.756,0182 06:47:17,724.32,,1
683075330,00182M06:32:29.729,0182 06:47:18,724.32,,1
683075331,00182M06:32:30.702,0182 06:47:19,724.32,,1
683075332,00182M06:32:31.675,0182 06:47:20,724.28,,1
683075333,00182M06:32:32.649,0182 06:47:21,724.30,,1
683075334,00182M06:32:33.622,0182 06:47:22,724.34,,1
683075335,00182M06:32:34.595,0182 06:47:23,724.32,,1
683075336,00182M06:32:35.568,0182 06:47:24,724.28,,1
683075337,00182M06:32:36.542,0182 06:47:25,724.32,,1
683075338,00182M06:32:37.515,0182 06:47:26,724.30,,1
683075339,00182M06:32:38.488,0182 06:47:27,724.30,,1
683075340,00182M06:32:39.461,0182 06:47:28,724.28,,1
683075341,00182M06:32:40.435,0182 06:47:29,724.32,,1
683075342,00182M06:32:41.408,0182 06:47:29,724.32,,1
683075343,00182M06:32:42.381,0182 06:47:30,724.32,,1
683075344,00182M06:32:43.354,0182 06:47:31,724.34,,1
683075345,00182M06:32:44.328,0182 06:47:32,724.34,,1
683075346,00182M06:32:45.301,0182 06:47:33,724.32,,1
683075347,00182M06:32:46.274,0182 06:47:34,724.32,,1
683075348,00182M06:32:47.247,0182 06:47:35,724.27,,1
683075349,00182M06:32:48.221,0182 06:47:36,724.30,,1
683075350,00182M06:32:49.194,0182 06:47:37,724.28,,1
683075351,00182M06:32:50.167,0182 06:47:38,724.29,,1
683075352,00182M06:32:51.140,0182 06:47:39,724.32,,1
683075353,00182M06:32:52.114,0182 06:47:40,724.32,,1
683075354,00182M06:32:53.087,0182 06:47:41,724.29,,1
683075355,00182M06:32:54.060,0182 06:47:42,724.36,,1
683075356,00182M06:32:55.033,0182 06:47:43,724.29,,1
683075357,00182M06:32:56.007,0182 06:47:44,724.34,,1
683075358,00182M06:32:56.980,0182 06:47:45,724.31,,1
683075359,00182M06:32:57.953,0182 06:47:46,724.29,,1
683075360,00182M06:32:58.926,0182 06:47:47,724.29,,1
683075361,00182M06:32:59.900,0182 06:47:48,724.34,,1
683075362,00182M06:33:00.873,0182 06:47:49,724.27,,1
683075363,00182M06:33:01.846,0182 06:47:50,724.27,,1
683075364,00182M06:33:02.819,0182 06:47:51,724.33,,1
683075365,00182M06:33:03.793,0182 06:47:52,724.31,,1
683075366,00182M06:33:04.766,0182 06:47:53,724.29,,1
683075367,00182M06:33:05.739,0182 06:47:54,724.33,,1
683075368,00182M06:33:06.712,0182 06:47:55,724.31,,1
683075369,00182M06:33:07.686,0182 06:47:56,724.29,,1
683075370,00182M06:33:08.659,0182 06:47:57,724.35,,1
683075371,00182M06:33:09.632,0182 06:47:58,724.33,,1
683075372,00182M06:33:10.605,0182 06:47:59,724.33,,1
683075373,00182M06:33:11.579,0182 06:48:00,724.26,,1
683075374,00182M06:33:12.552,0182 06:48:01,724.29,,1
683075375,00182M06:33:13.525,0182 06:48:02,724.35,,1
683075376,00182M06:33:14.498,0182 06:48:03,724.31,,1
683075377,00182M06:33:15.472,0182 06:48:04,724.31,,1
683075378,00182M06:33:16.445,0182 06:48:05,724.33,,1
683075379,00182M06:33:17.418,0182 06:48:05,724.33,,1
683075380,00182M06:33:18.391,0182 06:48:06,724.31,,1
683075381,00182M06:33:19.365,0182 06:48:07,724.29,,1
683075382,00182M06:33:20.338,0182 06:48:08,724.31,,1
683075383,00182M06:33:21.311,0182 06:48:09,724.35,,1
683075384,00182M06:33:22.284,0182 06:48:10,724.28,,1
683075385,00182M06:33:23.258,0182 06:48:11,724.24,,1
683075386,00182M06:33:24.231,0182 06:48:12,724.31,,1
683075387,00182M06:33:25.204,0182 06:48:13,724.28,,1
683075388,00182M06:33:26.177,0182 06:48:14,724.28,,1
683075389,00182M06:33:27.151,0182 06:48:15,724.26,,1
683075390,00182M06:33:28.124,0182 06:48:16,724.32,,1
683075391,00182M06:33:29.097,0182 06:48:17,724.26,,1
683075392,00182M06:33:30.070,0182 06:48:18,724.30,,1
683075393,00182M06:33:31.044,0182 06:48:19,724.32,,1
683075394,00182M06:33:32.017,0182 06:48:20,724.30,,1
683075395,00182M06:33:32.990,0182 06:48:21,724.28,,1
683075396,00182M06:33:33.963,0182 06:48:22,724.32,,1
683075397,00182M06:33:34.937,0182 06:48:23,724.30,,1
683075398,00182M06:33:35.910,0182 06:48:24,724.30,,1
683075399,00182M06:33:36.883,0182 06:48:25,724.30,,1
683075400,00182M06:33:37.856,0182 06:48:26,724.30,,1
683075401,00182M06:33:38.830,0182 06:48:27,724.32,,1
683075402,00182M06:33:39.803,0182 06:48:28,724.32,,1
683075403,00182M06:33:40.776,0182 06:48:29,724.30,,1
683075404,00182M06:33:41.749,0182 06:48:30,724.34,,1
683075405,00182M06:33:42.723,0182 06:48:31,724.30,,1
683075406,00182M06:33:43.696,0182 06:48:32,724.27,,1
683075407,00182M06:33:44.669,0182 06:48:33,724.28,,1
683075408,00182M06:33:45.642,0182 06:48:34,724.34,,1
683075409,00182M06:33:46.616,0182 06:48:35,724.32,,1
683075410,00182M06:33:47.589,0182 06:48:36,724.32,,1
683075411,00182M06:33:48.562,0182 06:48:37,724.36,,1
683075412,00182M06:33:49.536,0182 06:48:38,724.34,,1
683075413,00182M06:33:50.509,0182 06:48:39,724.32,,1
683075414,00182M06:33:51.482,0182 06:48:40,724.23,,1
683075415,00182M06:33:52.455,0182 06:48:41,724.25,,1
683075416,00182M06:33:53.429,0182 06:48:42,724.34,,1
683075417,00182M06:33:54.402,0182 06:48:42,724.27,,1
683075418,00182M06:33:55.375,0182 06:48:43,724.27,,1
683075419,00182M06:33:56.348,0182 06:48:44,724.29,,1
683075420,00182M06:33:57.322,0182 06:48:45,724.34,,1
683075421,00182M06:33:58.295,0182 06:48:46,724.31,,1
683075422,00182M06:33:59.268,0182 06:48:47,724.31,,1
683075423,00182M06:34:00.241,0182 06:48:48,724.27,,1
683075424,00182M06:34:01.215,0182 06:48:49,724.27,,1
683075425,00182M06:34:02.188,0182 06:48:50,724.31,,1
683075426,00182M06:34:03.161,0182 06:48:51,724.31,,1
683075427,00182M06:34:04.134,0182 06:48:52,724.33,,1
683075428,00182M06:34:05.108,0182 06:48:53,724.27,,1
683075429,00182M06:34:06.081,0182 06:48:54,724.33,,1
683075430,00182M06:34:07.054,0182 06:48:55,724.31,,1
683075431,00182M06:34:08.027,0182 06:48:56,724.31,,1
683075432,00182M06:34:09.001,0182 06:48:57,724.33,,1
683075433,00182M06:34:09.974,0182 06:48:58,724.31,,1
683075434,00182M06:34:10.947,0182 06:48:59,724.31,,1
683075435,00182M06:34:11.920,0182 06:49:00,724.31,,1
683075436,00182M06:34:12.894,0182 06:49:01,724.31,,1
683075437,00182M06:34:13.867,0182 06:49:02,724.33,,1
683075438,00182M06:34:14.840,0182 06:49:03,724.33,,1
683075439,00182M06:34:15.813,0182 06:49:04,724.29,,1
683075440,00182M06:34:16.787,0182 06:49:05,724.28,,1
683075441,00182M06:34:17.760,0182 06:49:06,724.26,,1
683075442,00182M06:34:18.733,0182 06:49:07,724.29,,1
683075443,00182M06:34:19.706,0182 06:49:08,724.31,,1
683075444,00182M06:34:20.680,0182 06:49:09,724.28,,1
683075445,00182M06:34:21.653,0182 06:49:10,724.31,,1
683075446,00182M06:34:22.626,0182 06:49:11,724.31,,1
683075447,00182M06:34:23.599,0182 06:49:12,724.30,,1
683075448,00182M06:34:24.573,0182 06:49:13,724.28,,1
683075449,00182M06:34:25.546,0182 06:49:14,724.33,,1
683075450,00182M06:34:26.519,0182 06:49:15,724.30,,1
683075451,00182M06:34:27.492,0182 06:49:16,724.35,,1
683075452,00182M06:34:28.466,0182 06:49:17,724.28,,1
683075453,00182M06:34:29.439,0182 06:49:18,724.32,,1
683075454,00182M06:34:30.412,0182 06:49:18,724.32,,1
683075455,00182M06:34:31.385,0182 06:49:19,724.28,,1
683075456,00182M06:34:32.359,0182 06:49:20,724.35,,1
683075457,00182M06:34:33.332,0182 06:49:21,724.30,,1
683075458,00182M06:34:34.305,0182 06:49:22,724.32,,1
683075459,00182M06:34:35.278,0182 06:49:23,724.35,,1
683075460,00182M06:34:36.252,0182 06:49:24,724.32,,1
683075461,00182M06:34:37.225,0182 06:49:25,724.30,,1
683075462,00182M06:34:38.198,0182 06:49:26,724.30,,1
683075463,00182M06:34:39.171,0182 06:49:27,724.37,,1
683075464,00182M06:34:40.145,0182 06:49:28,724.34,,1
683075465,00182M06:34:41.118,0182 06:49:29,724.39,,1
683075466,00182M06:34:42.091,0182 06:49:30,724.30,,1
683075467,00182M06:34:43.064,0182 06:49:31,724.32,,1
683075468,00182M06:34:44.038,0182 06:49:32,724.41,,1
683075469,00182M06:34:45.011,0182 06:49:33,724.34,,1
683075470,00182M06:34:45.984,0182 06:49:34,724.35,,1
683075471,00182M06:34:46.957,0182 06:49:35,724.43,,1
683075472,00182M06:34:47.931,0182 06:49:36,724.37,,1
683075473,00182M06:34:48.904,0182 06:49:37,724.39,,1
683075474,00182M06:34:49.877,0182 06:49:38,724.32,,1
683075475,00182M06:34:50.850,0182 06:49:39,724.39,,1
683075476,00182M06:34:51.824,0182 06:49:40,724.36,,1
683075477,00182M06:34:52.797,0182 06:49:41,724.43,,1
683075478,00182M06:34:53.770,0182 06:49:42,724.41,,1
683075479,00182M06:34:54.743,0182 06:49:43,724.37,,1
683075480,00182M06:34:55.717,0182 06:49:44,724.34,,1
683075481,00182M06:34:56.690,0182 06:49:45,724.38,,1
683075482,00182M06:34:57.663,0182 06:49:46,724.36,,1
683075483,00182M06:34:58.636,0182 06:49:47,724.36,,1
683075484,00182M06:34:59.610,0182 06:49:48,724.41,,1
683075485,00182M06:35:00.583,0182 06:49:49,724.38,,1
683075486,00182M06:35:01.556,0182 06:49:50,724.36,,1
683075487,00182M06:35:02.529,0182 06:49:51,724.36,,1
683075488,00182M06:35:03.503,0182 06:49:52,724.40,,1
683075489,00182M06:35:04.476,0182 06:49:53,724.43,,1
683075490,00182M06:35:05.449,0182 06:49:54,724.43,,1
683075491,00182M06:35:06.422,0182 06:49:55,724.38,,1
683075492,00182M06:35:07.396,0182 06:49:55,724.38,,1
683075493,00182M06:35:08.369,0182 06:49:56,724.38,,1
683075494,00182M06:35:09.342,0182 06:49:57,724.43,,1
683075495,00182M06:35:10.315,0182 06:49:58,724.34,,1
683075496,00182M06:35:11.289,0182 06:49:59,724.38,,1
683075497,00182M06:35:12.262,0182 06:50:00,724.40,,1
683075498,00182M06:35:13.235,0182 06:50:01,724.42,,1
683075499,00182M06:35:14.208,0182 06:50:02,724.38,,1
683075500,00182M06:35:15.182,0182 06:50:03,724.45,,1
683075501,00182M06:35:16.155,0182 06:50:04,724.42,,1
683075502,00182M06:35:17.128,0182 06:50:05,724.38,,1
683075503,00182M06:35:18.101,0182 06:50:06,724.40,,1
683075504,00182M06:35:19.075,0182 06:50:07,724.45,,1
683075505,00182M06:35:20.048,0182 06:50:08,724.38,,1
683075506,00182M06:35:21.021,0182 06:50:09,724.42,,1
683075507,00182M06:35:21.994,0182 06:50:10,724.42,,1
683075508,00182M06:35:22.968,0182 06:50:11,724.49,,1
683075509,00182M06:35:23.941,0182 06:50:12,724.44,,1
683075510,00182M06:35:24.914,0182 06:50:13,724.42,,1
683075511,00182M06:35:25.887,0182 06:50:14,724.40,,1
683075512,00182M06:35:26.861,0182 06:50:15,724.44,,1
683075513,00182M06:35:27.834,0182 06:50:16,724.42,,1
683075514,00182M06:35:28.807,0182 06:50:17,724.42,,1
683075515,00182M06:35:29.780,0182 06:50:18,724.44,,1
683075516,00182M06:35:30.754,0182 06:50:19,724.36,,1
683075517,00182M06:35:31.727,0182 06:50:20,724.44,,1
683075518,00182M06:35:32.700,0182 06:50:21,724.44,,1
683075519,00182M06:35:33.673,0182 06:50:22,724.44,,1
683075520,00182M06:35:34.647,0182 06:50:23,724.49,,1
683075521,00182M06:35:35.620,0182 06:50:24,724.44,,1
