SCLK,LMST,LTST,PRESSURE,PRESSURE_UNCERTAINTY,TRANSDUCER
683060183,00182M02:26:47.881,0182 02:41:34,709.13,,1
683060184,00182M02:26:48.855,0182 02:41:35,709.17,,1
683060185,00182M02:26:49.828,0182 02:41:36,709.14,,1
683060186,00182M02:26:50.801,0182 02:41:37,709.12,,1
683060187,00182M02:26:51.774,0182 02:41:38,709.12,,1
683060188,00182M02:26:52.748,0182 02:41:39,709.14,,1
683060189,00182M02:26:53.721,0182 02:41:40,709.17,,1
683060190,00182M02:26:54.694,0182 02:41:41,709.14,,1
683060191,00182M02:26:55.667,0182 02:41:42,709.16,,1
683060192,00182M02:26:56.641,0182 02:41:43,709.12,,1
683060193,00182M02:26:57.614,0182 02:41:44,709.12,,1
683060194,00182M02:26:58.587,0182 02:41:45,709.18,,1
683060195,00182M02:26:59.560,0182 02:41:46,709.09,,1
683060196,00182M02:27:00.534,0182 02:41:47,709.18,,1
683060197,00182M02:27:01.507,0182 02:41:48,709.16,,1
683060198,00182M02:27:02.480,0182 02:41:49,709.15,,1
683060199,00182M02:27:03.453,0182 02:41:50,709.11,,1
683060200,00182M02:27:04.427,0182 02:41:51,709.15,,1
683060201,00182M02:27:05.400,0182 02:41:52,709.13,,1
683060202,00182M02:27:06.373,0182 02:41:53,709.17,,1
683060203,00182M02:27:07.346,0182 02:41:54,709.15,,1
683060204,00182M02:27:08.320,0182 02:41:55,709.08,,1
683060205,00182M02:27:09.293,0182 02:41:56,709.04,,1
683060206,00182M02:27:10.266,0182 02:41:57,709.08,,1
683060207,00182M02:27:11.239,0182 02:41:58,709.19,,1
683060208,00182M02:27:12.213,0182 02:41:59,709.12,,1
683060209,00182M02:27:13.186,0182 02:42:00,709.19,,1
683060210,00182M02:27:14.159,0182 02:42:01,709.10,,1
683060211,00182M02:27:15.132,0182 02:42:02,709.10,,1
683060212,00182M02:27:16.106,0182 02:42:03,709.10,,1
683060213,00182M02:27:17.079,0182 02:42:04,709.14,,1
683060214,00182M02:27:18.052,0182 02:42:05,709.18,,1
683060215,00182M02:27:19.025,0182 02:42:06,709.12,,1
683060216,00182M02:27:19.999,0182 02:42:07,709.13,,1
683060217,00182M02:27:20.972,0182 02:42:08,709.16,,1
683060218,00182M02:27:21.945,0182 02:42:08,709.14,,1
683060219,00182M02:27:22.918,0182 02:42:09,709.13,,1
683060220,00182M02:27:23.892,0182 02:42:10,709.11,,1
683060221,00182M02:27:24.865,0182 02:42:11,709.13,,1
683060222,00182M02:27:25.838,0182 02:42:12,709.09,,1
683060223,00182M02:27:26.811,0182 02:42:13,709.13,,1
683060224,00182M02:27:27.785,0182 02:42:14,709.13,,1
683060225,00182M02:27:28.758,0182 02:42:15,709.11,,1
683060226,00182M02:27:29.731,0182 02:42:16,709.09,,1
683060227,00182M02:27:30.704,0182 02:42:17,709.13,,1
683060228,00182M02:27:31.678,0182 02:42:18,709.15,,1
683060229,00182M02:27:32.651,0182 02:42:19,709.15,,1
683060230,00182M02:27:33.624,0182 02:42:20,709.12,,1
683060231,00182M02:27:34.597,0182 02:42:21,709.14,,1
683060232,00182M02:27:35.571,0182 02:42:22,709.10,,1
683060233,00182M02:27:36.544,0182 02:42:23,709.08,,1
683060234,00182M02:27:37.517,0182 02:42:24,709.07,,1
683060235,00182M02:27:38.490,0182 02:42:25,709.12,,1
683060236,00182M02:27:39.464,0182 02:42:26,709.11,,1
683060237,00182M02:27:40.437,0182 02:42:27,709.10,,1
683060238,00182M02:27:41.410,0182 02:42:28,709.05,,1
683060239,00182M02:27:42.383,0182 02:42:29,709.07,,1
683060240,00182M02:27:43.357,0182 02:42:30,709.09,,1
683060241,00182M02:27:44.330,0182 02:42:31,709.14,,1
683060242,00182M02:27:45.303,0182 02:42:32,709.02,,1
683060243,00182M02:27:46.276,0182 02:42:33,709.09,,1
683060244,00182M02:27:47.250,0182 02:42:34,709.09,,1
683060245,00182M02:27:48.223,0182 02:42:35,709.18,,1
683060246,00182M02:27:49.196,0182 02:42:36,709.13,,1
683060247,00182M02:27:50.169,0182 02:42:37,709.11,,1
683060248,00182M02:27:51.143,0182 02:42:38,709.09,,1
683060249,00182M02:27:52.116,0182 02:42:39,709.08,,1
683060250,00182M02:27:53.089,0182 02:42:40,709.08,,1
683060251,00182M02:27:54.062,0182 02:42:41,709.08,,1
683060252,00182M02:27:55.036,0182 02:42:42,709.08,,1
683060253,00182M02:27:56.009,0182 02:42:43,709.10,,1
683060254,00182M02:27:56.982,0182 02:42:44,709.03,,1
683060255,00182M02:27:57.955,0182 02:42:44,709.12,,1
683060256,00182M02:27:58.929,0182 02:42:45,709.08,,1
683060257,00182M02:27:59.902,0182 02:42:46,709.08,,1
683060258,00182M02:28:00.875,0182 02:42:47,709.10,,1
683060259,00182M02:28:01.848,0182 02:42:48,709.09,,1
683060260,00182M02:28:02.822,0182 02:42:49,709.08,,1
683060261,00182M02:28:03.795,0182 02:42:50,709.07,,1
683060262,00182M02:28:04.768,0182 02:42:51,709.09,,1
683060263,00182M02:28:05.741,0182 02:42:52,709.05,,1
683060264,00182M02:28:06.715,0182 02:42:53,709.07,,1
683060265,00182M02:28:07.688,0182 02:42:54,709.07,,1
683060266,00182M02:28:08.661,0182 02:42:55,709.05,,1
683060267,00182M02:28:09.634,0182 02:42:56,709.02,,1
683060268,00182M02:28:10.608,0182 02:42:57,709.11,,1
683060269,00182M02:28:11.581,0182 02:42:58,709.04,,1
683060270,00182M02:28:12.554,0182 02:42:59,709.06,,1
683060271,00182M02:28:13.527,0182 02:43:00,709.04,,1
683060272,00182M02:28:14.501,0182 02:43:01,709.06,,1
683060273,00182M02:28:15.474,0182 02:43:02,709.06,,1
683060274,00182M02:28:16.447,0182 02:43:03,709.06,,1
683060275,00182M02:28:17.420,0182 02:43:04,709.04,,1
683060276,00182M02:28:18.394,0182 02:43:05,709.03,,1
683060277,00182M02:28:19.367,0182 02:43:06,709.04,,1
683060278,00182M02:28:20.340,0182 02:43:07,708.99,,1
683060279,00182M02:28:21.313,0182 02:43:08,709.06,,1
683060280,00182M02:28:22.287,0182 02:43:09,708.99,,1
683060281,00182M02:28:23.260,0182 02:43:10,709.01,,1
683060282,00182M02:28:24.233,0182 02:43:11,709.08,,1
683060283,00182M02:28:25.206,0182 02:43:12,709.03,,1
683060284,00182M02:28:26.180,0182 02:43:13,709.09,,1
683060285,00182M02:28:27.153,0182 02:43:14,709.05,,1
683060286,00182M02:28:28.126,0182 02:43:15,709.05,,1
683060287,00182M02:28:29.099,0182 02:43:16,708.96,,1
683060288,00182M02:28:30.073,0182 02:43:17,709.02,,1
683060289,00182M02:28:31.046,0182 02:43:18,709.00,,1
683060290,00182M02:28:32.019,0182 02:43:19,709.02,,1
683060291,00182M02:28:32.992,0182 02:43:20,708.98,,1
683060292,00182M02:28:33.966,0182 02:43:21,709.00,,1
683060293,00182M02:28:34.939,0182 02:43:21,709.02,,1
683060294,00182M02:28:35.912,0182 02:43:22,709.06,,1
683060295,00182M02:28:36.885,0182 02:43:23,709.04,,1
683060296,00182M02:28:37.859,0182 02:43:24,708.98,,1
683060297,00182M02:28:38.832,0182 02:43:25,708.97,,1
683060298,00182M02:28:39.805,0182 02:43:26,709.02,,1
683060299,00182M02:28:40.778,0182 02:43:27,708.97,,1
683060300,00182M02:28:41.752,0182 02:43:28,709.04,,1
683060301,00182M02:28:42.725,0182 02:43:29,709.01,,1
683060302,00182M02:28:43.698,0182 02:43:30,709.01,,1
683060303,00182M02:28:44.671,0182 02:43:31,708.99,,1
683060304,00182M02:28:45.645,0182 02:43:32,708.99,,1
683060305,00182M02:28:46.618,0182 02:43:33,708.99,,1
683060306,00182M02:28:47.591,0182 02:43:34,709.01,,1
683060307,00182M02:28:48.565,0182 02:43:35,709.01,,1
683060308,00182M02:28:49.538,0182 02:43:36,708.99,,1
683060309,00182M02:28:50.511,0182 02:43:37,708.98,,1
683060310,00182M02:28:51.484,0182 02:43:38,709.02,,1
683060311,00182M02:28:52.458,0182 02:43:39,709.00,,1
683060312,00182M02:28:53.431,0182 02:43:40,709.00,,1
683060313,00182M02:28:54.404,0182 02:43:41,708.98,,1
683060314,00182M02:28:55.377,0182 02:43:42,708.93,,1
683060315,00182M02:28:56.351,0182 02:43:43,709.02,,1
683060316,00182M02:28:57.324,0182 02:43:44,708.98,,1
683060317,00182M02:28:58.297,0182 02:43:45,709.00,,1
683060318,00182M02:28:59.270,0182 02:43:46,708.96,,1
683060319,00182M02:29:00.244,0182 02:43:47,708.98,,1
683060320,00182M02:29:01.217,0182 02:43:48,708.97,,1
683060321,00182M02:29:02.190,0182 02:43:49,708.98,,1
683060322,00182M02:29:03.163,0182 02:43:50,708.97,,1
683060323,00182M02:29:04.137,0182 02:43:51,708.95,,1
683060324,00182M02:29:05.110,0182 02:43:52,708.95,,1
683060325,00182M02:29:06.083,0182 02:43:53,708.97,,1
683060326,00182M02:29:07.056,0182 02:43:54,708.97,,1
683060327,00182M02:29:08.030,0182 02:43:55,708.99,,1
683060328,00182M02:29:09.003,0182 02:43:56,708.95,,1
683060329,00182M02:29:09.976,0182 02:43:57,708.99,,1
683060330,00182M02:29:10.949,0182 02:43:57,708.99,,1
683060331,00182M02:29:11.923,0182 02:43:58,709.01,,1
683060332,00182M02:29:12.896,0182 02:43:59,708.96,,1
683060333,00182M02:29:13.869,0182 02:44:00,709.01,,1
683060334,00182M02:29:14.842,0182 02:44:01,708.94,,1
683060335,00182M02:29:15.816,0182 02:44:02,708.92,,1
683060336,00182M02:29:16.789,0182 02:44:03,708.98,,1
683060337,00182M02:29:17.762,0182 02:44:04,708.96,,1
683060338,00182M02:29:18.735,0182 02:44:05,708.98,,1
683060339,00182M02:29:19.709,0182 02:44:06,708.98,,1
683060340,00182M02:29:20.682,0182 02:44:07,708.96,,1
683060341,00182M02:29:21.655,0182 02:44:08,708.96,,1
683060342,00182M02:29:22.628,0182 02:44:09,708.94,,1
683060343,00182M02:29:23.602,0182 02:44:10,708.98,,1
683060344,00182M02:29:24.575,0182 02:44:11,708.98,,1
683060345,00182M02:29:25.548,0182 02:44:12,708.98,,1
683060346,00182M02:29:26.521,0182 02:44:13,708.97,,1
683060347,00182M02:29:27.495,0182 02:44:14,708.96,,1
683060348,00182M02:29:28.468,0182 02:44:15,708.95,,1
683060349,00182M02:29:29.441,0182 02:44:16,709.00,,1
683060350,00182M02:29:30.414,0182 02:44:17,709.00,,1
683060351,00182M02:29:31.388,0182 02:44:18,708.95,,1
683060352,00182M02:29:32.361,0182 02:44:19,708.97,,1
683060353,00182M02:29:33.334,0182 02:44:20,708.93,,1
683060354,00182M02:29:34.307,0182 02:44:21,708.97,,1
683060355,00182M02:29:35.281,0182 02:44:22,708.99,,1
683060356,00182M02:29:36.254,0182 02:44:23,708.97,,1
683060357,00182M02:29:37.227,0182 02:44:24,708.93,,1
683060358,00182M02:29:38.200,0182 02:44:25,708.97,,1
683060359,00182M02:29:39.174,0182 02:44:26,708.97,,1
683060360,00182M02:29:40.147,0182 02:44:27,708.98,,1
683060361,00182M02:29:41.120,0182 02:44:28,709.01,,1
683060362,00182M02:29:42.093,0182 02:44:29,708.96,,1
683060363,00182M02:29:43.067,0182 02:44:30,708.96,,1
683060364,00182M02:29:44.040,0182 02:44:31,709.05,,1
683060365,00182M02:29:45.013,0182 02:44:32,708.98,,1
683060366,00182M02:29:45.986,0182 02:44:33,709.00,,1
683060367,00182M02:29:46.960,0182 02:44:34,709.03,,1
683060368,00182M02:29:47.933,0182 02:44:34,709.00,,1
683060369,00182M02:29:48.906,0182 02:44:35,708.94,,1
683060370,00182M02:29:49.879,0182 02:44:36,708.94,,1
683060371,00182M02:29:50.853,0182 02:44:37,709.00,,1
683060372,00182M02:29:51.826,0182 02:44:38,709.02,,1
683060373,00182M02:29:52.799,0182 02:44:39,708.96,,1
683060374,00182M02:29:53.772,0182 02:44:40,709.00,,1
683060375,00182M02:29:54.746,0182 02:44:41,708.97,,1
683060376,00182M02:29:55.719,0182 02:44:42,708.97,,1
683060377,00182M02:29:56.692,0182 02:44:43,709.00,,1
683060378,00182M02:29:57.665,0182 02:44:44,709.00,,1
683060379,00182M02:29:58.639,0182 02:44:45,708.99,,1
683060380,00182M02:29:59.612,0182 02:44:46,708.95,,1
683060381,00182M02:30:00.585,0182 02:44:47,709.02,,1
683060382,00182M02:30:01.558,0182 02:44:48,709.03,,1
683060383,00182M02:30:02.532,0182 02:44:49,708.97,,1
683060384,00182M02:30:03.505,0182 02:44:50,709.01,,1
683060385,00182M02:30:04.478,0182 02:44:51,708.99,,1
683060386,00182M02:30:05.451,0182 02:44:52,708.99,,1
683060387,00182M02:30:06.425,0182 02:44:53,708.99,,1
683060388,00182M02:30:07.398,0182 02:44:54,708.99,,1
683060389,00182M02:30:08.371,0182 02:44:55,709.01,,1
683060390,00182M02:30:09.344,0182 02:44:56,709.01,,1
683060391,00182M02:30:10.318,0182 02:44:57,708.94,,1
683060392,00182M02:30:11.291,0182 02:44:58,709.03,,1
683060393,00182M02:30:12.264,0182 02:44:59,708.96,,1
683060394,00182M02:30:13.237,0182 02:45:00,709.01,,1
683060395,00182M02:30:14.211,0182 02:45:01,709.03,,1
683060396,00182M02:30:15.184,0182 02:45:02,709.00,,1
683060397,00182M02:30:16.157,0182 02:45:03,708.98,,1
683060398,00182M02:30:17.130,0182 02:45:04,709.03,,1
683060399,00182M02:30:18.104,0182 02:45:05,709.01,,1
683060400,00182M02:30:19.077,0182 02:45:06,709.00,,1
683060401,00182M02:30:20.050,0182 02:45:07,709.00,,1
683060402,00182M02:30:21.023,0182 02:45:08,709.05,,1
683060403,00182M02:30:21.997,0182 02:45:09,708.98,,1
683060404,00182M02:30:22.970,0182 02:45:10,708.98,,1
683060405,00182M02:30:23.943,0182 02:45:10,709.04,,1
683060406,00182M02:30:24.916,0182 02:45:11,708.98,,1
683060407,00182M02:30:25.890,0182 02:45:12,709.04,,1
683060408,00182M02:30:26.863,0182 02:45:13,708.99,,1
683060409,00182M02:30:27.836,0182 02:45:14,709.02,,1
683060410,00182M02:30:28.809,0182 02:45:15,708.97,,1
683060411,00182M02:30:29.783,0182 02:45:16,708.99,,1
683060412,00182M02:30:30.756,0182 02:45:17,709.02,,1
683060413,00182M02:30:31.729,0182 02:45:18,709.01,,1
683060414,00182M02:30:32.702,0182 02:45:19,709.01,,1
683060415,00182M02:30:33.676,0182 02:45:20,708.99,,1
683060416,00182M02:30:34.649,0182 02:45:21,709.05,,1
683060417,00182M02:30:35.622,0182 02:45:22,708.99,,1
683060418,00182M02:30:36.595,0182 02:45:23,708.99,,1
683060419,00182M02:30:37.569,0182 02:45:24,709.03,,1
683060420,00182M02:30:38.542,0182 02:45:25,709.03,,1
683060421,00182M02:30:39.515,0182 02:45:26,709.01,,1
683060422,00182M02:30:40.488,0182 02:45:27,709.01,,1
683060423,00182M02:30:41.462,0182 02:45:28,709.01,,1
683060424,00182M02:30:42.435,0182 02:45:29,708.98,,1
683060425,00182M02:30:43.408,0182 02:45:30,708.98,,1
683060426,00182M02:30:44.381,0182 02:45:31,709.00,,1
683060427,00182M02:30:45.355,0182 02:45:32,709.03,,1
683060428,00182M02:30:46.328,0182 02:45:33,708.96,,1
683060429,00182M02:30:47.301,0182 02:45:34,709.02,,1
683060430,00182M02:30:48.274,0182 02:45:35,708.98,,1
683060431,00182M02:30:49.248,0182 02:45:36,708.96,,1
683060432,00182M02:30:50.221,0182 02:45:37,709.00,,1
683060433,00182M02:30:51.194,0182 02:45:38,709.07,,1
683060434,00182M02:30:52.168,0182 02:45:39,709.00,,1
683060435,00182M02:30:53.141,0182 02:45:40,709.05,,1
683060436,00182M02:30:54.114,0182 02:45:41,709.00,,1
683060437,00182M02:30:55.087,0182 02:45:42,708.97,,1
683060438,00182M02:30:56.061,0182 02:45:43,709.02,,1
683060439,00182M02:30:57.034,0182 02:45:44,709.06,,1
683060440,00182M02:30:58.007,0182 02:45:45,708.97,,1
683060441,00182M02:30:58.980,0182 02:45:46,708.97,,1
683060442,00182M02:30:59.954,0182 02:45:47,709.06,,1
683060443,00182M02:31:00.927,0182 02:45:47,709.02,,1
683060444,00182M02:31:01.900,0182 02:45:48,708.99,,1
683060445,00182M02:31:02.873,0182 02:45:49,709.03,,1
683060446,00182M02:31:03.847,0182 02:45:50,709.01,,1
683060447,00182M02:31:04.820,0182 02:45:51,709.05,,1
683060448,00182M02:31:05.793,0182 02:45:52,709.01,,1
683060449,00182M02:31:06.766,0182 02:45:53,709.03,,1
683060450,00182M02:31:07.740,0182 02:45:54,709.03,,1
683060451,00182M02:31:08.713,0182 02:45:55,709.01,,1
683060452,00182M02:31:09.686,0182 02:45:56,708.99,,1
683060453,00182M02:31:10.659,0182 02:45:57,708.96,,1
683060454,00182M02:31:11.633,0182 02:45:58,709.01,,1
683060455,00182M02:31:12.606,0182 02:45:59,709.01,,1
683060456,00182M02:31:13.579,0182 02:46:00,709.00,,1
683060457,00182M02:31:14.552,0182 02:46:01,709.03,,1
683060458,00182M02:31:15.526,0182 02:46:02,708.98,,1
683060459,00182M02:31:16.499,0182 02:46:03,709.00,,1
683060460,00182M02:31:17.472,0182 02:46:04,709.00,,1
683060461,00182M02:31:18.445,0182 02:46:05,709.02,,1
683060462,00182M02:31:19.419,0182 02:46:06,709.00,,1
683060463,00182M02:31:20.392,0182 02:46:07,708.98,,1
683060464,00182M02:31:21.365,0182 02:46:08,708.96,,1
683060465,00182M02:31:22.338,0182 02:46:09,709.00,,1
683060466,00182M02:31:23.312,0182 02:46:10,709.00,,1
683060467,00182M02:31:24.285,0182 02:46:11,709.04,,1
683060468,00182M02:31:25.258,0182 02:46:12,708.97,,1
683060469,00182M02:31:26.231,0182 02:46:13,709.02,,1
683060470,00182M02:31:27.205,0182 02:46:14,708.99,,1
683060471,00182M02:31:28.178,0182 02:46:15,708.99,,1
683060472,00182M02:31:29.151,0182 02:46:16,709.01,,1
683060473,00182M02:31:30.124,0182 02:46:17,709.00,,1
683060474,00182M02:31:31.098,0182 02:46:18,709.02,,1
683060475,00182M02:31:32.071,0182 02:46:19,709.01,,1
683060476,00182M02:31:33.044,0182 02:46:20,708.99,,1
683060477,00182M02:31:34.017,0182 02:46:21,708.97,,1
683060478,00182M02:31:34.991,0182 02:46:22,708.99,,1
683060479,00182M02:31:35.964,0182 02:46:23,709.01,,1
683060480,00182M02:31:36.937,0182 02:46:23,709.01,,1
683060481,00182M02:31:37.910,0182 02:46:24,708.97,,1
683060482,00182M02:31:38.884,0182 02:46:25,709.03,,1
683060483,00182M02:31:39.857,0182 02:46:26,708.99,,1
683060484,00182M02:31:40.830,0182 02:46:27,708.99,,1
683060485,00182M02:31:41.803,0182 02:46:28,708.96,,1
683060486,00182M02:31:42.777,0182 02:46:29,709.01,,1
683060487,00182M02:31:43.750,0182 02:46:30,709.01,,1
683060488,00182M02:31:44.723,0182 02:46:31,708.99,,1
683060489,00182M02:31:45.696,0182 02:46:32,709.01,,1
683060490,00182M02:31:46.670,0182 02:46:33,708.98,,1
683060491,00182M02:31:47.643,0182 02:46:34,708.96,,1
683060492,00182M02:31:48.616,0182 02:46:35,708.96,,1
683060493,00182M02:31:49.589,0182 02:46:36,709.05,,1
683060494,00182M02:31:50.563,0182 02:46:37,708.98,,1
683060495,00182M02:31:51.536,0182 02:46:38,708.95,,1
683060496,00182M02:31:52.509,0182 02:46:39,709.00,,1
683060497,00182M02:31:53.482,0182 02:46:40,708.98,,1
683060498,00182M02:31:54.456,0182 02:46:41,709.00,,1
683060499,00182M02:31:55.429,0182 02:46:42,708.98,,1
683060500,00182M02:31:56.402,0182 02:46:43,709.02,,1
683060501,00182M02:31:57.375,0182 02:46:44,708.96,,1
683060502,00182M02:31:58.349,0182 02:46:45,708.97,,1
683060503,00182M02:31:59.322,0182 02:46:46,709.02,,1
683060504,00182M02:32:00.295,0182 02:46:47,708.97,,1
683060505,00182M02:32:01.268,0182 02:46:48,708.95,,1
683060506,00182M02:32:02.242,0182 02:46:49,709.02,,1
683060507,00182M02:32:03.215,0182 02:46:50,708.99,,1
683060508,00182M02:32:04.188,0182 02:46:51,708.99,,1
683060509,00182M02:32:05.161,0182 02:46:52,709.01,,1
683060510,00182M02:32:06.135,0182 02:46:53,708.95,,1
683060511,00182M02:32:07.108,0182 02:46:54,708.95,,1
683060512,00182M02:32:08.081,0182 02:46:55,708.97,,1
683060513,00182M02:32:09.054,0182 02:46:56,708.99,,1
683060514,00182M02:32:10.028,0182 02:46:57,709.03,,1
683060515,00182M02:32:11.001,0182 02:46:58,708.97,,1
683060516,00182M02:32:11.974,0182 02:46:59,708.96,,1
683060517,00182M02:32:12.947,0182 02:47:00,708.97,,1
683060518,00182M02:32:13.921,0182 02:47:00,708.96,,1
683060519,00182M02:32:14.894,0182 02:47:01,709.01,,1
683060520,00182M02:32:15.867,0182 02:47:02,708.96,,1
683060521,00182M02:32:16.840,0182 02:47:03,708.94,,1
683060522,00182M02:32:17.814,0182 02:47:04,708.98,,1
683060523,00182M02:32:18.787,0182 02:47:05,708.94,,1
683060524,00182M02:32:19.760,0182 02:47:06,708.96,,1
683060525,00182M02:32:20.733,0182 02:47:07,708.98,,1
683060526,00182M02:32:21.707,0182 02:47:08,708.94,,1
683060527,00182M02:32:22.680,0182 02:47:09,708.96,,1
683060528,00182M02:32:23.653,0182 02:47:10,708.96,,1
683060529,00182M02:32:24.626,0182 02:47:11,708.94,,1
683060530,00182M02:32:25.600,0182 02:47:12,708.98,,1
683060531,00182M02:32:26.573,0182 02:47:13,709.00,,1
683060532,00182M02:32:27.546,0182 02:47:14,708.96,,1
683060533,00182M02:32:28.519,0182 02:47:15,709.02,,1
683060534,00182M02:32:29.493,0182 02:47:16,708.96,,1
683060535,00182M02:32:30.466,0182 02:47:17,709.02,,1
683060536,00182M02:32:31.439,0182 02:47:18,708.95,,1
683060537,00182M02:32:32.412,0182 02:47:19,709.00,,1
683060538,00182M02:32:33.386,0182 02:47:20,708.93,,1
683060539,00182M02:32:34.359,0182 02:47:21,709.00,,1
683060540,00182M02:32:35.332,0182 02:47:22,708.99,,1
683060541,00182M02:32:36.305,0182 02:47:23,708.97,,1
683060542,00182M02:32:37.279,0182 02:47:24,708.95,,1
683060543,00182M02:32:38.252,0182 02:47:25,708.93,,1
683060544,00182M02:32:39.225,0182 02:47:26,708.95,,1
683060545,00182M02:32:40.198,0182 02:47:27,708.95,,1
683060546,00182M02:32:41.172,0182 02:47:28,708.97,,1
683060547,00182M02:32:42.145,0182 02:47:29,708.95,,1
683060548,00182M02:32:43.118,0182 02:47:30,708.97,,1
683060549,00182M02:32:44.091,0182 02:47:31,709.01,,1
683060550,00182M02:32:45.065,0182 02:47:32,708.97,,1
683060551,00182M02:32:46.038,0182 02:47:33,708.95,,1
683060552,00182M02:32:47.011,0182 02:47:34,708.94,,1
683060553,00182M02:32:47.984,0182 02:47:35,708.94,,1
683060554,00182M02:32:48.958,0182 02:47:36,708.95,,1
683060555,00182M02:32:49.931,0182 02:47:36,709.01,,1
683060556,00182M02:32:50.904,0182 02:47:37,708.94,,1
683060557,00182M02:32:51.877,0182 02:47:38,708.96,,1
683060558,00182M02:32:52.851,0182 02:47:39,708.99,,1
683060559,00182M02:32:53.824,0182 02:47:40,708.98,,1
683060560,00182M02:32:54.797,0182 02:47:41,708.98,,1
683060561,00182M02:32:55.771,0182 02:47:42,708.96,,1
683060562,00182M02:32:56.744,0182 02:47:43,708.94,,1
683060563,00182M02:32:57.717,0182 02:47:44,709.01,,1
683060564,00182M02:32:58.690,0182 02:47:45,708.98,,1
683060565,00182M02:32:59.664,0182 02:47:46,708.96,,1
683060566,00182M02:33:00.637,0182 02:47:47,708.91,,1
683060567,00182M02:33:01.610,0182 02:47:48,708.96,,1
683060568,00182M02:33:02.583,0182 02:47:49,708.98,,1
683060569,00182M02:33:03.557,0182 02:47:50,708.96,,1
683060570,00182M02:33:04.530,0182 02:47:51,708.96,,1
683060571,00182M02:33:05.503,0182 02:47:52,708.96,,1
683060572,00182M02:33:06.476,0182 02:47:53,708.98,,1
683060573,00182M02:33:07.450,0182 02:47:54,709.00,,1
683060574,00182M02:33:08.423,0182 02:47:55,708.93,,1
683060575,00182M02:33:09.396,0182 02:47:56,708.96,,1
683060576,00182M02:33:10.369,0182 02:47:57,708.95,,1
683060577,00182M02:33:11.343,0182 02:47:58,708.98,,1
683060578,00182M02:33:12.316,0182 02:47:59,708.96,,1
683060579,00182M02:33:13.289,0182 02:48:00,709.00,,1
683060580,00182M02:33:14.262,0182 02:48:01,708.98,,1
683060581,00182M02:33:15.236,0182 02:48:02,708.95,,1
683060582,00182M02:33:16.209,0182 02:48:03,708.97,,1
683060583,00182M02:33:17.182,0182 02:48:04,708.92,,1
683060584,00182M02:33:18.155,0182 02:48:05,708.95,,1
683060585,00182M02:33:19.129,0182 02:48:06,708.97,,1
683060586,00182M02:33:20.102,0182 02:48:07,708.99,,1
683060587,00182M02:33:21.075,0182 02:48:08,708.99,,1
683060588,00182M02:33:22.048,0182 02:48:09,709.04,,1
683060589,00182M02:33:23.022,0182 02:48:10,708.93,,1
683060590,00182M02:33:23.995,0182 02:48:11,709.01,,1
683060591,00182M02:33:24.968,0182 02:48:12,708.97,,1
683060592,00182M02:33:25.941,0182 02:48:13,708.92,,1
683060593,00182M02:33:26.915,0182 02:48:13,708.99,,1
683060594,00182M02:33:27.888,0182 02:48:14,708.97,,1
683060595,00182M02:33:28.861,0182 02:48:15,708.97,,1
683060596,00182M02:33:29.834,0182 02:48:16,708.92,,1
683060597,00182M02:33:30.808,0182 02:48:17,709.01,,1
683060598,00182M02:33:31.781,0182 02:48:18,708.90,,1
683060599,00182M02:33:32.754,0182 02:48:19,708.92,,1
683060600,00182M02:33:33.727,0182 02:48:20,709.01,,1
683060601,00182M02:33:34.701,0182 02:48:21,708.89,,1
683060602,00182M02:33:35.674,0182 02:48:22,708.94,,1
683060603,00182M02:33:36.647,0182 02:48:23,708.98,,1
683060604,00182M02:33:37.620,0182 02:48:24,708.98,,1
683060605,00182M02:33:38.594,0182 02:48:25,708.96,,1
683060606,00182M02:33:39.567,0182 02:48:26,708.98,,1
683060607,00182M02:33:40.540,0182 02:48:27,708.89,,1
683060608,00182M02:33:41.513,0182 02:48:28,708.96,,1
683060609,00182M02:33:42.487,0182 02:48:29,708.96,,1
683060610,00182M02:33:43.460,0182 02:48:30,708.98,,1
683060611,00182M02:33:44.433,0182 02:48:31,708.98,,1
683060612,00182M02:33:45.406,0182 02:48:32,708.96,,1
683060613,00182M02:33:46.380,0182 02:48:33,708.98,,1
683060614,00182M02:33:47.353,0182 02:48:34,708.98,,1
683060615,00182M02:33:48.326,0182 02:48:35,708.93,,1
683060616,00182M02:33:49.299,0182 02:48:36,708.98,,1
683060617,00182M02:33:50.273,0182 02:48:37,708.95,,1
683060618,00182M02:33:51.246,0182 02:48:38,709.02,,1
683060619,00182M02:33:52.219,0182 02:48:39,708.95,,1
683060620,00182M02:33:53.192,0182 02:48:40,708.99,,1
683060621,00182M02:33:54.166,0182 02:48:41,708.95,,1
683060622,00182M02:33:55.139,0182 02:48:42,708.93,,1
683060623,00182M02:33:56.112,0182 02:48:43,708.95,,1
683060624,00182M02:33:57.085,0182 02:48:44,708.97,,1
683060625,00182M02:33:58.059,0182 02:48:45,708.94,,1
683060626,00182M02:33:59.032,0182 02:48:46,709.00,,1
683060627,00182M02:34:00.005,0182 02:48:47,708.95,,1
683060628,00182M02:34:00.978,0182 02:48:48,708.92,,1
683060629,00182M02:34:01.952,0182 02:48:49,708.99,,1
683060630,00182M02:34:02.925,0182 02:48:49,708.97,,1
683060631,00182M02:34:03.898,0182 02:48:50,709.01,,1
683060632,00182M02:34:04.871,0182 02:48:51,708.92,,1
