 445651057,"00543M00:01:19.071","00543 00:16:03",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.54,"011XX111", 115.46,"011XX110", 196.54,"   011XX1111",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.87, 199.21,  20.00,   29.36,   NULL,"     0X1","2H", 874.77,   3.60,"      11"
 445651058,"00543M00:01:20.044","00543 00:16:04",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.48,"011XX111", 115.11,"011XX110", 196.48,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.88, 199.22,  20.00,   29.44,   NULL,"     0X1","2H", 874.71,   3.60,"      11"
 445651059,"00543M00:01:21.017","00543 00:16:05",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.43,"011XX111", 114.66,"011XX110", 196.43,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.84, 199.23,  20.00,   29.43,   NULL,"     0X1","2H", 874.65,   3.60,"      11"
 445651060,"00543M00:01:21.990","00543 00:16:06",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.40,"011XX111", 113.98,"011XX110", 196.40,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.78, 199.25,  20.00,   29.40,   NULL,"     0X1","2H", 874.78,   3.60,"      11"
 445651061,"00543M00:01:22.964","00543 00:16:07",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.40,"111XX111", 113.31,"011XX110", 196.40,"   111XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.73, 199.26,  20.00,   29.36,   NULL,"     0X1","2H", 874.76,   3.60,"      11"
 445651062,"00543M00:01:23.937","00543 00:16:08",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.41,"111XX111", 112.65,"011XX110", 196.41,"   111XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.73, 199.27,  20.00,   29.42,   NULL,"     0X1","2H", 874.76,   3.60,"      11"
 445651063,"00543M00:01:24.910","00543 00:16:09",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.44,"111XX111", 112.17,"011XX110", 196.44,"   111XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.73, 199.28,  20.00,   29.45,   NULL,"     0X1","2H", 874.81,   3.60,"      11"
 445651064,"00543M00:01:25.883","00543 00:16:10",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.48,"111XX111", 111.98,"011XX110", 196.48,"   111XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.71, 199.29,  20.00,   29.48,   NULL,"     0X1","2H", 874.88,   3.60,"      11"
 445651065,"00543M00:01:26.857","00543 00:16:10",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.54,"111XX111", 112.06,"011XX110", 196.54,"   111XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.71, 199.30,  20.00,   29.53,   NULL,"     0X1","2H", 874.68,   3.60,"      11"
 445651066,"00543M00:01:27.830","00543 00:16:11",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.59,"111XX111", 112.46,"011XX110", 196.59,"   111XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.67, 199.31,  20.00,   29.52,   NULL,"     0X1","2H", 874.65,   3.60,"      11"
 445651067,"00543M00:01:28.803","00543 00:16:12",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.66,"111XX111", 113.02,"011XX110", 196.66,"   111XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.62, 199.32,  20.00,   29.49,   NULL,"     0X1","2H", 874.75,   3.60,"      11"
 445651068,"00543M00:01:29.776","00543 00:16:13",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.73,"011XX111", 113.73,"011XX110", 196.73,"   011XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.60, 199.33,  20.00,   29.50,   NULL,"     0X1","2H", 874.76,   3.60,"      11"
 445651069,"00543M00:01:30.750","00543 00:16:14",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.81,"011XX111", 114.50,"011XX110", 196.81,"   011XX1101",   0.01,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.60, 199.34,  20.00,   29.55,   NULL,"     0X1","2H", 874.69,   3.60,"      11"
 445651070,"00543M00:01:31.723","00543 00:16:15",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.87,"011XX111", 115.32,"011XX110", 196.87,"   011XX1101",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.64, 199.35,  20.00,   29.64,   NULL,"     0X1","2H", 874.76,   3.60,"      11"
 445651071,"00543M00:01:32.696","00543 00:16:16",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.93,"011XX111", 116.31,"011XX110", 196.93,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.56, 199.36,  20.00,   29.57,   NULL,"     0X1","2H", 874.75,   3.60,"      11"
 445651072,"00543M00:01:33.669","00543 00:16:17",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.98,"011XX111", 117.57,"011XX110", 196.98,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.57, 199.37,  20.00,   29.63,   NULL,"     0X1","2H", 874.75,   3.60,"      11"
 445651073,"00543M00:01:34.643","00543 00:16:18",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 197.01,"011XX111", 119.07,"011XX110", 197.01,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.54, 199.38,  20.00,   29.63,   NULL,"     0X1","2H", 874.72,   3.60,"      11"
 445651074,"00543M00:01:35.616","00543 00:16:19",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 197.02,"011XX111", 130.18,"011XX110", 197.02,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.54, 199.39,  20.00,   29.67,   NULL,"     0X1","2H", 874.73,   3.60,"      11"
 445651075,"00543M00:01:36.589","00543 00:16:20",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 197.03,"011XX111", 122.01,"011XX110", 197.03,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.59, 199.40,  20.00,   29.80,   NULL,"     0X1","2H", 874.73,   3.60,"      11"
 445651076,"00543M00:01:37.562","00543 00:16:21",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 197.02,"011XX111", 123.17,"011XX110", 197.02,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.48, 199.41,  20.00,   29.66,   NULL,"     0X1","2H", 874.75,   3.60,"      11"
 445651077,"00543M00:01:38.536","00543 00:16:22",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 197.00,"011XX111", 124.04,"011XX110", 197.00,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.46, 199.42,  20.00,   29.67,   NULL,"     0X1","2H", 874.67,   3.60,"      11"
 445651078,"00543M00:01:39.509","00543 00:16:23",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.96,"011XX111", 124.61,"011XX110", 196.96,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.50, 199.43,  20.00,   29.78,   NULL,"     0X1","2H", 874.72,   3.60,"      11"
 445651079,"00543M00:01:40.482","00543 00:16:24",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.92,"011XX111", 131.98,"011XX110", 196.92,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.47, 199.44,  20.00,   29.77,   NULL,"     0X1","2H", 874.73,   3.60,"      11"
 445651080,"00543M00:01:41.455","00543 00:16:25",    UNK,    UNK,    UNK,"     UNK",    UNK,    UNK,    UNK,"     UNK", 196.88,"011XX111", 131.97,"011XX110", 196.88,"   011XX1111",   0.00,   0.00,   0.00,   0.00,   0.00,   0.00,    UNK,    UNK,    UNK,    UNK,    UNK,    UNK,"   01110",  17.40, 199.45,  20.00,   29.68,   NULL,"     0X1","2H", 874.73,   3.60,"      11"
